GEN_TPS_1,GEN_TPS_2,CommitGen
Anhui-Central_PV-2022,2025.12.16.08,20854.4
Anhui-Central_PV-2022,2025.12.16.12,20854.400000000005
Anhui-Central_PV-2022,2025.12.16.16,20854.4
Anhui-Central_PV-2022,2025.12.16.20,0.0
Anhui-Coal-2022,2025.01.22.00,41890.4526008158
Anhui-Coal-2022,2025.01.22.04,35951.3646424905
Anhui-Coal-2022,2025.01.22.08,45458.424941798316
Anhui-Coal-2022,2025.01.22.12,51091.0
Anhui-Coal-2022,2025.01.22.16,51091.0
Anhui-Coal-2022,2025.01.22.20,51091.0
Anhui-Coal-2022,2025.02.08.00,51091.0
Anhui-Coal-2022,2025.02.08.04,45491.5310150505
Anhui-Coal-2022,2025.02.08.08,40029.79699512878
Anhui-Coal-2022,2025.02.08.12,47791.650992579736
Anhui-Coal-2022,2025.02.08.16,51091.0
Anhui-Coal-2022,2025.02.08.20,51091.0
Anhui-Coal-2022,2025.03.21.00,51091.0
Anhui-Coal-2022,2025.03.21.04,50039.94573713055
Anhui-Coal-2022,2025.03.21.08,21078.8028024936
Anhui-Coal-2022,2025.03.21.12,51091.0
Anhui-Coal-2022,2025.03.21.16,51091.0
Anhui-Coal-2022,2025.03.21.20,51091.0
Anhui-Coal-2022,2025.04.11.00,51091.0
Anhui-Coal-2022,2025.04.11.04,23987.4408657904
Anhui-Coal-2022,2025.04.11.08,26337.305503675365
Anhui-Coal-2022,2025.04.11.12,42406.71333235645
Anhui-Coal-2022,2025.04.11.16,51091.0
Anhui-Coal-2022,2025.04.11.20,51091.0
Anhui-Coal-2022,2025.05.22.00,48534.90021066718
Anhui-Coal-2022,2025.05.22.04,32878.48078787132
Anhui-Coal-2022,2025.05.22.08,22272.519243396695
Anhui-Coal-2022,2025.05.22.12,10409.89616365477
Anhui-Coal-2022,2025.05.22.16,47317.70983479441
Anhui-Coal-2022,2025.05.22.20,51091.0
Anhui-Coal-2022,2025.06.16.00,51091.0
Anhui-Coal-2022,2025.06.16.04,44513.82630611716
Anhui-Coal-2022,2025.06.16.08,30154.52749769227
Anhui-Coal-2022,2025.06.16.12,31756.555115629566
Anhui-Coal-2022,2025.06.16.16,51091.0
Anhui-Coal-2022,2025.06.16.20,51091.0
Anhui-Coal-2022,2025.07.22.00,35859.57078680839
Anhui-Coal-2022,2025.07.22.04,31759.89308697756
Anhui-Coal-2022,2025.07.22.08,51091.0
Anhui-Coal-2022,2025.07.22.12,50502.6544452117
Anhui-Coal-2022,2025.07.22.16,51091.0
Anhui-Coal-2022,2025.07.22.20,51091.0
Anhui-Coal-2022,2025.08.19.00,41271.68676740895
Anhui-Coal-2022,2025.08.19.04,37533.776555657634
Anhui-Coal-2022,2025.08.19.08,31278.147129714696
Anhui-Coal-2022,2025.08.19.12,33895.53978000061
Anhui-Coal-2022,2025.08.19.16,51091.0
Anhui-Coal-2022,2025.08.19.20,51091.0
Anhui-Coal-2022,2025.09.20.00,39818.03849302484
Anhui-Coal-2022,2025.09.20.04,51091.0
Anhui-Coal-2022,2025.09.20.08,34610.03225806451
Anhui-Coal-2022,2025.09.20.12,14790.839440737538
Anhui-Coal-2022,2025.09.20.16,51091.0
Anhui-Coal-2022,2025.09.20.20,51091.0
Anhui-Coal-2022,2025.10.26.00,51091.0
Anhui-Coal-2022,2025.10.26.04,43487.55505477994
Anhui-Coal-2022,2025.10.26.08,29459.3114887219
Anhui-Coal-2022,2025.10.26.12,17353.74011340955
Anhui-Coal-2022,2025.10.26.16,51091.0
Anhui-Coal-2022,2025.10.26.20,51091.0
Anhui-Coal-2022,2025.11.19.00,38020.359077063345
Anhui-Coal-2022,2025.11.19.04,32807.212497640736
Anhui-Coal-2022,2025.11.19.08,40407.28667903038
Anhui-Coal-2022,2025.11.19.12,29314.991552515065
Anhui-Coal-2022,2025.11.19.16,39474.49869172604
Anhui-Coal-2022,2025.11.19.20,51091.0
Anhui-Coal-2022,2025.12.16.00,51091.0
Anhui-Coal-2022,2025.12.16.04,51091.0
Anhui-Coal-2022,2025.12.16.08,40771.2591371111
Anhui-Coal-2022,2025.12.16.12,51091.0
Anhui-Coal-2022,2025.12.16.16,51091.0
Anhui-Coal-2022,2025.12.16.20,51091.0
Anhui-Gas-2022,2025.01.22.00,0.0
Anhui-Gas-2022,2025.01.22.04,0.0
Anhui-Gas-2022,2025.01.22.08,0.0
Anhui-Gas-2022,2025.01.22.12,0.0
Anhui-Gas-2022,2025.01.22.16,0.0
Anhui-Gas-2022,2025.01.22.20,0.0
Anhui-Gas-2022,2025.02.08.00,0.0
Anhui-Gas-2022,2025.02.08.04,0.0
Anhui-Gas-2022,2025.02.08.08,0.0
Anhui-Gas-2022,2025.02.08.12,0.0
Anhui-Gas-2022,2025.02.08.16,0.0
Anhui-Gas-2022,2025.02.08.20,0.0
Anhui-Gas-2022,2025.03.21.00,0.0
Anhui-Gas-2022,2025.03.21.04,0.0
Anhui-Gas-2022,2025.03.21.08,0.0
Anhui-Gas-2022,2025.03.21.12,0.0
Anhui-Gas-2022,2025.03.21.16,0.0
Anhui-Gas-2022,2025.03.21.20,0.0
Anhui-Gas-2022,2025.04.11.00,0.0
Anhui-Gas-2022,2025.04.11.04,0.0
Anhui-Gas-2022,2025.04.11.08,0.0
Anhui-Gas-2022,2025.04.11.12,0.0
Anhui-Gas-2022,2025.04.11.16,0.0
Anhui-Gas-2022,2025.04.11.20,0.0
Anhui-Gas-2022,2025.05.22.00,0.0
Anhui-Gas-2022,2025.05.22.04,0.0
Anhui-Gas-2022,2025.05.22.08,0.0
Anhui-Gas-2022,2025.05.22.12,0.0
Anhui-Gas-2022,2025.05.22.16,0.0
Anhui-Gas-2022,2025.05.22.20,0.0
Anhui-Gas-2022,2025.06.16.00,0.0
Anhui-Gas-2022,2025.06.16.04,0.0
Anhui-Gas-2022,2025.06.16.08,0.0
Anhui-Gas-2022,2025.06.16.12,0.0
Anhui-Gas-2022,2025.06.16.16,0.0
Anhui-Gas-2022,2025.06.16.20,0.0
Anhui-Gas-2022,2025.07.22.00,0.0
Anhui-Gas-2022,2025.07.22.04,0.0
Anhui-Gas-2022,2025.07.22.08,0.0
Anhui-Gas-2022,2025.07.22.12,0.0
Anhui-Gas-2022,2025.07.22.16,0.0
Anhui-Gas-2022,2025.07.22.20,0.0
Anhui-Gas-2022,2025.08.19.00,0.0
Anhui-Gas-2022,2025.08.19.04,0.0
Anhui-Gas-2022,2025.08.19.08,0.0
Anhui-Gas-2022,2025.08.19.12,0.0
Anhui-Gas-2022,2025.08.19.16,0.0
Anhui-Gas-2022,2025.08.19.20,0.0
Anhui-Gas-2022,2025.09.20.00,0.0
Anhui-Gas-2022,2025.09.20.04,0.0
Anhui-Gas-2022,2025.09.20.08,0.0
Anhui-Gas-2022,2025.09.20.12,0.0
Anhui-Gas-2022,2025.09.20.16,0.0
Anhui-Gas-2022,2025.09.20.20,0.0
Anhui-Gas-2022,2025.10.26.00,0.0
Anhui-Gas-2022,2025.10.26.04,0.0
Anhui-Gas-2022,2025.10.26.08,0.0
Anhui-Gas-2022,2025.10.26.12,0.0
Anhui-Gas-2022,2025.10.26.16,0.0
Anhui-Gas-2022,2025.10.26.20,0.0
Anhui-Gas-2022,2025.11.19.00,0.0
Anhui-Gas-2022,2025.11.19.04,0.0
Anhui-Gas-2022,2025.11.19.08,0.0
Anhui-Gas-2022,2025.11.19.12,0.0
Anhui-Gas-2022,2025.11.19.16,0.0
Anhui-Gas-2022,2025.11.19.20,0.0
Anhui-Gas-2022,2025.12.16.00,0.0
Anhui-Gas-2022,2025.12.16.04,0.0
Anhui-Gas-2022,2025.12.16.08,0.0
Anhui-Gas-2022,2025.12.16.12,0.0
Anhui-Gas-2022,2025.12.16.16,0.0
Anhui-Gas-2022,2025.12.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,5909.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,5909.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,5909.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,5909.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,5909.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,5909.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,5909.0
Anhui-PV-2022,2025.01.22.00,0.0
Anhui-PV-2022,2025.01.22.04,0.0
Anhui-PV-2022,2025.01.22.08,21364.000000000007
Anhui-PV-2022,2025.01.22.12,21364.000000000007
Anhui-PV-2022,2025.01.22.16,21364.000000000007
Anhui-PV-2022,2025.01.22.20,0.0
Anhui-PV-2022,2025.02.08.00,0.0
Anhui-PV-2022,2025.02.08.04,0.0
Anhui-PV-2022,2025.02.08.08,21364.000000000004
Anhui-PV-2022,2025.02.08.12,21364.000000000004
Anhui-PV-2022,2025.02.08.16,21364.000000000004
Anhui-PV-2022,2025.02.08.20,0.0
Anhui-PV-2022,2025.03.21.00,0.0
Anhui-PV-2022,2025.03.21.04,0.0
Anhui-PV-2022,2025.03.21.08,21364.000000000004
Anhui-PV-2022,2025.03.21.12,21364.000000000007
Anhui-PV-2022,2025.03.21.16,21364.000000000004
Anhui-PV-2022,2025.03.21.20,0.0
Anhui-PV-2022,2025.04.11.00,0.0
Anhui-PV-2022,2025.04.11.04,0.0
Anhui-PV-2022,2025.04.11.08,21364.000000000004
Anhui-PV-2022,2025.04.11.12,21364.0
Anhui-PV-2022,2025.04.11.16,21364.000000000004
Anhui-PV-2022,2025.04.11.20,0.0
Anhui-PV-2022,2025.05.22.00,0.0
Anhui-PV-2022,2025.05.22.04,0.0
Anhui-PV-2022,2025.05.22.08,21364.000000000004
Anhui-PV-2022,2025.05.22.12,21364.000000000004
Anhui-PV-2022,2025.05.22.16,21364.000000000004
Anhui-PV-2022,2025.05.22.20,0.0
Anhui-PV-2022,2025.06.16.00,0.0
Anhui-PV-2022,2025.06.16.04,0.0
Anhui-PV-2022,2025.06.16.08,21364.0
Anhui-PV-2022,2025.06.16.12,21364.000000000004
Anhui-PV-2022,2025.06.16.16,21364.000000000004
Anhui-PV-2022,2025.06.16.20,0.0
Anhui-PV-2022,2025.07.22.00,0.0
Anhui-PV-2022,2025.07.22.04,0.0
Anhui-PV-2022,2025.07.22.08,21364.000000000004
Anhui-PV-2022,2025.07.22.12,21364.000000000004
Anhui-PV-2022,2025.07.22.16,21364.000000000004
Anhui-PV-2022,2025.07.22.20,0.0
Anhui-PV-2022,2025.08.19.00,0.0
Anhui-PV-2022,2025.08.19.04,0.0
Anhui-PV-2022,2025.08.19.08,21364.000000000004
Anhui-PV-2022,2025.08.19.12,21364.000000000004
Anhui-PV-2022,2025.08.19.16,21364.000000000004
Anhui-PV-2022,2025.08.19.20,0.0
Anhui-PV-2022,2025.09.20.00,0.0
Anhui-PV-2022,2025.09.20.04,0.0
Anhui-PV-2022,2025.09.20.08,21364.000000000004
Anhui-PV-2022,2025.09.20.12,21364.000000000004
Anhui-PV-2022,2025.09.20.16,21364.000000000007
Anhui-PV-2022,2025.09.20.20,0.0
Anhui-PV-2022,2025.10.26.00,0.0
Anhui-PV-2022,2025.10.26.04,0.0
Anhui-PV-2022,2025.10.26.08,21364.000000000004
Anhui-PV-2022,2025.10.26.12,21364.000000000004
Anhui-PV-2022,2025.10.26.16,21364.000000000007
Anhui-PV-2022,2025.10.26.20,0.0
Anhui-PV-2022,2025.11.19.00,0.0
Anhui-PV-2022,2025.11.19.04,0.0
Anhui-PV-2022,2025.11.19.08,21364.0
Anhui-PV-2022,2025.11.19.12,21364.000000000004
Anhui-PV-2022,2025.11.19.16,21364.000000000004
Anhui-PV-2022,2025.11.19.20,0.0
Anhui-PV-2022,2025.12.16.00,0.0
Anhui-PV-2022,2025.12.16.04,0.0
Anhui-PV-2022,2025.12.16.08,21364.000000000004
Anhui-PV-2022,2025.12.16.12,21364.000000000004
Anhui-PV-2022,2025.12.16.16,21364.000000000004
Anhui-PV-2022,2025.12.16.20,0.0
Anhui-Wind-2022,2025.01.22.00,11564.000000000002
Anhui-Wind-2022,2025.01.22.04,11564.000000000004
Anhui-Wind-2022,2025.01.22.08,11564.000000000002
Anhui-Wind-2022,2025.01.22.12,11564.000000000004
Anhui-Wind-2022,2025.01.22.16,11564.0
Anhui-Wind-2022,2025.01.22.20,11564.000000000002
Anhui-Wind-2022,2025.02.08.00,11564.000000000002
Anhui-Wind-2022,2025.02.08.04,11564.000000000002
Anhui-Wind-2022,2025.02.08.08,11564.000000000002
Anhui-Wind-2022,2025.02.08.12,11564.000000000002
Anhui-Wind-2022,2025.02.08.16,11564.000000000002
Anhui-Wind-2022,2025.02.08.20,11564.000000000004
Anhui-Wind-2022,2025.03.21.00,11564.000000000002
Anhui-Wind-2022,2025.03.21.04,11564.000000000002
Anhui-Wind-2022,2025.03.21.08,11564.000000000002
Anhui-Wind-2022,2025.03.21.12,11564.000000000002
Anhui-Wind-2022,2025.03.21.16,11564.000000000002
Anhui-Wind-2022,2025.03.21.20,11564.000000000004
Anhui-Wind-2022,2025.04.11.00,11564.000000000002
Anhui-Wind-2022,2025.04.11.04,11564.0
Anhui-Wind-2022,2025.04.11.08,11564.000000000002
Anhui-Wind-2022,2025.04.11.12,11564.0
Anhui-Wind-2022,2025.04.11.16,11564.000000000002
Anhui-Wind-2022,2025.04.11.20,11564.000000000002
Anhui-Wind-2022,2025.05.22.00,11564.000000000002
Anhui-Wind-2022,2025.05.22.04,11564.000000000002
Anhui-Wind-2022,2025.05.22.08,11564.0
Anhui-Wind-2022,2025.05.22.12,11564.000000000002
Anhui-Wind-2022,2025.05.22.16,11564.000000000002
Anhui-Wind-2022,2025.05.22.20,11564.000000000002
Anhui-Wind-2022,2025.06.16.00,11564.000000000002
Anhui-Wind-2022,2025.06.16.04,11564.000000000002
Anhui-Wind-2022,2025.06.16.08,11564.000000000002
Anhui-Wind-2022,2025.06.16.12,11564.000000000002
Anhui-Wind-2022,2025.06.16.16,11564.000000000002
Anhui-Wind-2022,2025.06.16.20,11564.0
Anhui-Wind-2022,2025.07.22.00,11564.000000000002
Anhui-Wind-2022,2025.07.22.04,11564.000000000002
Anhui-Wind-2022,2025.07.22.08,11564.000000000002
Anhui-Wind-2022,2025.07.22.12,11564.000000000002
Anhui-Wind-2022,2025.07.22.16,11564.000000000002
Anhui-Wind-2022,2025.07.22.20,11564.000000000002
Anhui-Wind-2022,2025.08.19.00,11564.000000000002
Anhui-Wind-2022,2025.08.19.04,11564.000000000002
Anhui-Wind-2022,2025.08.19.08,11564.000000000002
Anhui-Wind-2022,2025.08.19.12,11564.000000000002
Anhui-Wind-2022,2025.08.19.16,11564.000000000002
Anhui-Wind-2022,2025.08.19.20,11564.000000000002
Anhui-Wind-2022,2025.09.20.00,11564.000000000002
Anhui-Wind-2022,2025.09.20.04,11564.000000000004
Anhui-Wind-2022,2025.09.20.08,11564.000000000002
Anhui-Wind-2022,2025.09.20.12,11564.000000000002
Anhui-Wind-2022,2025.09.20.16,11564.000000000002
Anhui-Wind-2022,2025.09.20.20,11564.000000000002
Anhui-Wind-2022,2025.10.26.00,11564.000000000004
Anhui-Wind-2022,2025.10.26.04,11564.000000000002
Anhui-Wind-2022,2025.10.26.08,11564.000000000002
Anhui-Wind-2022,2025.10.26.12,11564.000000000002
Anhui-Wind-2022,2025.10.26.16,11564.000000000002
Anhui-Wind-2022,2025.10.26.20,11564.000000000002
Anhui-Wind-2022,2025.11.19.00,11564.000000000002
Anhui-Wind-2022,2025.11.19.04,11564.000000000002
Anhui-Wind-2022,2025.11.19.08,11564.000000000002
Anhui-Wind-2022,2025.11.19.12,11564.000000000002
Anhui-Wind-2022,2025.11.19.16,11564.000000000002
Anhui-Wind-2022,2025.11.19.20,11564.000000000004
Anhui-Wind-2022,2025.12.16.00,11564.000000000002
Anhui-Wind-2022,2025.12.16.04,11564.000000000002
Anhui-Wind-2022,2025.12.16.08,11564.000000000002
Anhui-Wind-2022,2025.12.16.12,11564.000000000002
Anhui-Wind-2022,2025.12.16.16,11564.000000000002
Anhui-Wind-2022,2025.12.16.20,11564.000000000002
Beijing-Central_PV-2022,2025.01.22.00,0.0
Beijing-Central_PV-2022,2025.01.22.04,0.0
Beijing-Central_PV-2022,2025.01.22.08,98.00000000000004
Beijing-Central_PV-2022,2025.01.22.12,98.00000000000003
Beijing-Central_PV-2022,2025.01.22.16,98.00000000000003
Beijing-Central_PV-2022,2025.01.22.20,0.0
Beijing-Central_PV-2022,2025.02.08.00,0.0
Beijing-Central_PV-2022,2025.02.08.04,0.0
Beijing-Central_PV-2022,2025.02.08.08,98.00000000000003
Beijing-Central_PV-2022,2025.02.08.12,98.00000000000003
Beijing-Central_PV-2022,2025.02.08.16,98.00000000000001
Beijing-Central_PV-2022,2025.02.08.20,0.0
Beijing-Central_PV-2022,2025.03.21.00,0.0
Beijing-Central_PV-2022,2025.03.21.04,0.0
Beijing-Central_PV-2022,2025.03.21.08,98.00000000000004
Beijing-Central_PV-2022,2025.03.21.12,98.00000000000003
Beijing-Central_PV-2022,2025.03.21.16,98.00000000000003
Beijing-Central_PV-2022,2025.03.21.20,0.0
Beijing-Central_PV-2022,2025.04.11.00,0.0
Beijing-Central_PV-2022,2025.04.11.04,0.0
Beijing-Central_PV-2022,2025.04.11.08,98.00000000000003
Beijing-Central_PV-2022,2025.04.11.12,98.00000000000004
Beijing-Central_PV-2022,2025.04.11.16,98.00000000000003
Beijing-Central_PV-2022,2025.04.11.20,0.0
Beijing-Central_PV-2022,2025.05.22.00,0.0
Beijing-Central_PV-2022,2025.05.22.04,0.0
Beijing-Central_PV-2022,2025.05.22.08,98.00000000000003
Beijing-Central_PV-2022,2025.05.22.12,98.00000000000003
Beijing-Central_PV-2022,2025.05.22.16,98.00000000000003
Beijing-Central_PV-2022,2025.05.22.20,0.0
Beijing-Central_PV-2022,2025.06.16.00,0.0
Beijing-Central_PV-2022,2025.06.16.04,0.0
Beijing-Central_PV-2022,2025.06.16.08,98.00000000000004
Beijing-Central_PV-2022,2025.06.16.12,98.00000000000004
Beijing-Central_PV-2022,2025.06.16.16,98.00000000000004
Beijing-Central_PV-2022,2025.06.16.20,0.0
Beijing-Central_PV-2022,2025.07.22.00,0.0
Beijing-Central_PV-2022,2025.07.22.04,0.0
Beijing-Central_PV-2022,2025.07.22.08,98.00000000000003
Beijing-Central_PV-2022,2025.07.22.12,98.00000000000003
Beijing-Central_PV-2022,2025.07.22.16,98.00000000000003
Beijing-Central_PV-2022,2025.07.22.20,0.0
Beijing-Central_PV-2022,2025.08.19.00,0.0
Beijing-Central_PV-2022,2025.08.19.04,0.0
Beijing-Central_PV-2022,2025.08.19.08,98.00000000000003
Beijing-Central_PV-2022,2025.08.19.12,98.00000000000003
Beijing-Central_PV-2022,2025.08.19.16,98.00000000000003
Beijing-Central_PV-2022,2025.08.19.20,0.0
Beijing-Central_PV-2022,2025.09.20.00,0.0
Beijing-Central_PV-2022,2025.09.20.04,0.0
Beijing-Central_PV-2022,2025.09.20.08,98.00000000000003
Beijing-Central_PV-2022,2025.09.20.12,98.00000000000003
Beijing-Central_PV-2022,2025.09.20.16,98.00000000000003
Beijing-Central_PV-2022,2025.09.20.20,0.0
Beijing-Central_PV-2022,2025.10.26.00,0.0
Beijing-Central_PV-2022,2025.10.26.04,0.0
Beijing-Central_PV-2022,2025.10.26.08,98.00000000000003
Beijing-Central_PV-2022,2025.10.26.12,98.00000000000003
Beijing-Central_PV-2022,2025.10.26.16,98.00000000000003
Beijing-Central_PV-2022,2025.10.26.20,0.0
Beijing-Central_PV-2022,2025.11.19.00,0.0
