GEN_TPS_1,GEN_TPS_2,StartupGenCapacity
Anhui-Central_PV-2022,2025.12.16.12,3.637978807091713e-12
Anhui-Central_PV-2022,2025.12.16.16,0.0
Anhui-Central_PV-2022,2025.12.16.20,0.0
Anhui-Coal-2022,2025.01.22.00,0.0
Anhui-Coal-2022,2025.01.22.04,0.0
Anhui-Coal-2022,2025.01.22.08,9507.060299307814
Anhui-Coal-2022,2025.01.22.12,5632.575058201684
Anhui-Coal-2022,2025.01.22.16,0.0
Anhui-Coal-2022,2025.01.22.20,0.0
Anhui-Coal-2022,2025.02.08.00,0.0
Anhui-Coal-2022,2025.02.08.04,0.0
Anhui-Coal-2022,2025.02.08.08,0.0
Anhui-Coal-2022,2025.02.08.12,7761.853997450955
Anhui-Coal-2022,2025.02.08.16,3299.3490074202637
Anhui-Coal-2022,2025.02.08.20,0.0
Anhui-Coal-2022,2025.03.21.00,0.0
Anhui-Coal-2022,2025.03.21.04,0.0
Anhui-Coal-2022,2025.03.21.08,0.0
Anhui-Coal-2022,2025.03.21.12,30012.1971975064
Anhui-Coal-2022,2025.03.21.16,0.0
Anhui-Coal-2022,2025.03.21.20,0.0
Anhui-Coal-2022,2025.04.11.00,0.0
Anhui-Coal-2022,2025.04.11.04,0.0
Anhui-Coal-2022,2025.04.11.08,2349.864637884966
Anhui-Coal-2022,2025.04.11.12,16069.407828681084
Anhui-Coal-2022,2025.04.11.16,8684.286667643551
Anhui-Coal-2022,2025.04.11.20,0.0
Anhui-Coal-2022,2025.05.22.00,0.0
Anhui-Coal-2022,2025.05.22.04,0.0
Anhui-Coal-2022,2025.05.22.08,0.0
Anhui-Coal-2022,2025.05.22.12,0.0
Anhui-Coal-2022,2025.05.22.16,36907.813671139644
Anhui-Coal-2022,2025.05.22.20,3773.290165205588
Anhui-Coal-2022,2025.06.16.00,0.0
Anhui-Coal-2022,2025.06.16.04,0.0
Anhui-Coal-2022,2025.06.16.08,0.0
Anhui-Coal-2022,2025.06.16.12,1602.0276179372959
Anhui-Coal-2022,2025.06.16.16,19334.444884370434
Anhui-Coal-2022,2025.06.16.20,0.0
Anhui-Coal-2022,2025.07.22.00,0.0
Anhui-Coal-2022,2025.07.22.04,0.0
Anhui-Coal-2022,2025.07.22.08,19331.10691302244
Anhui-Coal-2022,2025.07.22.12,0.0
Anhui-Coal-2022,2025.07.22.16,588.3455547882986
Anhui-Coal-2022,2025.07.22.20,0.0
Anhui-Coal-2022,2025.08.19.00,0.0
Anhui-Coal-2022,2025.08.19.04,0.0
Anhui-Coal-2022,2025.08.19.08,0.0
Anhui-Coal-2022,2025.08.19.12,2617.392650285914
Anhui-Coal-2022,2025.08.19.16,17195.46021999939
Anhui-Coal-2022,2025.08.19.20,0.0
Anhui-Coal-2022,2025.09.20.00,0.0
Anhui-Coal-2022,2025.09.20.04,11272.96150697516
Anhui-Coal-2022,2025.09.20.08,0.0
Anhui-Coal-2022,2025.09.20.12,0.0
Anhui-Coal-2022,2025.09.20.16,36300.16055926246
Anhui-Coal-2022,2025.09.20.20,0.0
Anhui-Coal-2022,2025.10.26.00,0.0
Anhui-Coal-2022,2025.10.26.04,0.0
Anhui-Coal-2022,2025.10.26.08,0.0
Anhui-Coal-2022,2025.10.26.12,0.0
Anhui-Coal-2022,2025.10.26.16,33737.25988659045
Anhui-Coal-2022,2025.10.26.20,0.0
Anhui-Coal-2022,2025.11.19.00,0.0
Anhui-Coal-2022,2025.11.19.04,0.0
Anhui-Coal-2022,2025.11.19.08,7600.074181389646
Anhui-Coal-2022,2025.11.19.12,0.0
Anhui-Coal-2022,2025.11.19.16,10159.507139210975
Anhui-Coal-2022,2025.11.19.20,11616.50130827396
Anhui-Coal-2022,2025.12.16.00,0.0
Anhui-Coal-2022,2025.12.16.04,0.0
Anhui-Coal-2022,2025.12.16.08,0.0
Anhui-Coal-2022,2025.12.16.12,10319.740862888902
Anhui-Coal-2022,2025.12.16.16,0.0
Anhui-Coal-2022,2025.12.16.20,0.0
Anhui-Gas-2022,2025.01.22.00,0.0
Anhui-Gas-2022,2025.01.22.04,0.0
Anhui-Gas-2022,2025.01.22.08,0.0
Anhui-Gas-2022,2025.01.22.12,0.0
Anhui-Gas-2022,2025.01.22.16,0.0
Anhui-Gas-2022,2025.01.22.20,0.0
Anhui-Gas-2022,2025.02.08.00,0.0
Anhui-Gas-2022,2025.02.08.04,0.0
Anhui-Gas-2022,2025.02.08.08,0.0
Anhui-Gas-2022,2025.02.08.12,0.0
Anhui-Gas-2022,2025.02.08.16,0.0
Anhui-Gas-2022,2025.02.08.20,0.0
Anhui-Gas-2022,2025.03.21.00,0.0
Anhui-Gas-2022,2025.03.21.04,0.0
Anhui-Gas-2022,2025.03.21.08,0.0
Anhui-Gas-2022,2025.03.21.12,0.0
Anhui-Gas-2022,2025.03.21.16,0.0
Anhui-Gas-2022,2025.03.21.20,0.0
Anhui-Gas-2022,2025.04.11.00,0.0
Anhui-Gas-2022,2025.04.11.04,0.0
Anhui-Gas-2022,2025.04.11.08,0.0
Anhui-Gas-2022,2025.04.11.12,0.0
Anhui-Gas-2022,2025.04.11.16,0.0
Anhui-Gas-2022,2025.04.11.20,0.0
Anhui-Gas-2022,2025.05.22.00,0.0
Anhui-Gas-2022,2025.05.22.04,0.0
Anhui-Gas-2022,2025.05.22.08,0.0
Anhui-Gas-2022,2025.05.22.12,0.0
Anhui-Gas-2022,2025.05.22.16,0.0
Anhui-Gas-2022,2025.05.22.20,0.0
Anhui-Gas-2022,2025.06.16.00,0.0
Anhui-Gas-2022,2025.06.16.04,0.0
Anhui-Gas-2022,2025.06.16.08,0.0
Anhui-Gas-2022,2025.06.16.12,0.0
Anhui-Gas-2022,2025.06.16.16,0.0
Anhui-Gas-2022,2025.06.16.20,0.0
Anhui-Gas-2022,2025.07.22.00,0.0
Anhui-Gas-2022,2025.07.22.04,0.0
Anhui-Gas-2022,2025.07.22.08,0.0
Anhui-Gas-2022,2025.07.22.12,0.0
Anhui-Gas-2022,2025.07.22.16,0.0
Anhui-Gas-2022,2025.07.22.20,0.0
Anhui-Gas-2022,2025.08.19.00,0.0
Anhui-Gas-2022,2025.08.19.04,0.0
Anhui-Gas-2022,2025.08.19.08,0.0
Anhui-Gas-2022,2025.08.19.12,0.0
Anhui-Gas-2022,2025.08.19.16,0.0
Anhui-Gas-2022,2025.08.19.20,0.0
Anhui-Gas-2022,2025.09.20.00,0.0
Anhui-Gas-2022,2025.09.20.04,0.0
Anhui-Gas-2022,2025.09.20.08,0.0
Anhui-Gas-2022,2025.09.20.12,0.0
Anhui-Gas-2022,2025.09.20.16,0.0
Anhui-Gas-2022,2025.09.20.20,0.0
Anhui-Gas-2022,2025.10.26.00,0.0
Anhui-Gas-2022,2025.10.26.04,0.0
Anhui-Gas-2022,2025.10.26.08,0.0
Anhui-Gas-2022,2025.10.26.12,0.0
Anhui-Gas-2022,2025.10.26.16,0.0
Anhui-Gas-2022,2025.10.26.20,0.0
Anhui-Gas-2022,2025.11.19.00,0.0
Anhui-Gas-2022,2025.11.19.04,0.0
Anhui-Gas-2022,2025.11.19.08,0.0
Anhui-Gas-2022,2025.11.19.12,0.0
Anhui-Gas-2022,2025.11.19.16,0.0
Anhui-Gas-2022,2025.11.19.20,0.0
Anhui-Gas-2022,2025.12.16.00,0.0
Anhui-Gas-2022,2025.12.16.04,0.0
Anhui-Gas-2022,2025.12.16.08,0.0
Anhui-Gas-2022,2025.12.16.12,0.0
Anhui-Gas-2022,2025.12.16.16,0.0
Anhui-Gas-2022,2025.12.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,0.0
Anhui-PV-2022,2025.01.22.00,0.0
Anhui-PV-2022,2025.01.22.04,0.0
Anhui-PV-2022,2025.01.22.08,21364.000000000007
Anhui-PV-2022,2025.01.22.12,0.0
Anhui-PV-2022,2025.01.22.16,0.0
Anhui-PV-2022,2025.01.22.20,0.0
Anhui-PV-2022,2025.02.08.00,0.0
Anhui-PV-2022,2025.02.08.04,0.0
Anhui-PV-2022,2025.02.08.08,21364.000000000004
Anhui-PV-2022,2025.02.08.12,0.0
Anhui-PV-2022,2025.02.08.16,0.0
Anhui-PV-2022,2025.02.08.20,0.0
Anhui-PV-2022,2025.03.21.00,0.0
Anhui-PV-2022,2025.03.21.04,0.0
Anhui-PV-2022,2025.03.21.08,21364.000000000004
Anhui-PV-2022,2025.03.21.12,3.637978807091713e-12
Anhui-PV-2022,2025.03.21.16,0.0
Anhui-PV-2022,2025.03.21.20,0.0
Anhui-PV-2022,2025.04.11.00,0.0
Anhui-PV-2022,2025.04.11.04,0.0
Anhui-PV-2022,2025.04.11.08,21364.000000000004
Anhui-PV-2022,2025.04.11.12,0.0
Anhui-PV-2022,2025.04.11.16,3.637978807091713e-12
Anhui-PV-2022,2025.04.11.20,0.0
Anhui-PV-2022,2025.05.22.00,0.0
Anhui-PV-2022,2025.05.22.04,0.0
Anhui-PV-2022,2025.05.22.08,21364.000000000004
Anhui-PV-2022,2025.05.22.12,0.0
Anhui-PV-2022,2025.05.22.16,0.0
Anhui-PV-2022,2025.05.22.20,0.0
Anhui-PV-2022,2025.06.16.00,0.0
Anhui-PV-2022,2025.06.16.04,0.0
Anhui-PV-2022,2025.06.16.08,21364.0
Anhui-PV-2022,2025.06.16.12,3.637978807091713e-12
Anhui-PV-2022,2025.06.16.16,0.0
Anhui-PV-2022,2025.06.16.20,0.0
Anhui-PV-2022,2025.07.22.00,0.0
Anhui-PV-2022,2025.07.22.04,0.0
Anhui-PV-2022,2025.07.22.08,21364.000000000004
Anhui-PV-2022,2025.07.22.12,0.0
Anhui-PV-2022,2025.07.22.16,0.0
Anhui-PV-2022,2025.07.22.20,0.0
Anhui-PV-2022,2025.08.19.00,0.0
Anhui-PV-2022,2025.08.19.04,0.0
Anhui-PV-2022,2025.08.19.08,21364.000000000004
Anhui-PV-2022,2025.08.19.12,0.0
Anhui-PV-2022,2025.08.19.16,0.0
Anhui-PV-2022,2025.08.19.20,0.0
Anhui-PV-2022,2025.09.20.00,0.0
Anhui-PV-2022,2025.09.20.04,0.0
Anhui-PV-2022,2025.09.20.08,21364.000000000004
Anhui-PV-2022,2025.09.20.12,0.0
Anhui-PV-2022,2025.09.20.16,3.637978807091713e-12
Anhui-PV-2022,2025.09.20.20,0.0
Anhui-PV-2022,2025.10.26.00,0.0
Anhui-PV-2022,2025.10.26.04,0.0
Anhui-PV-2022,2025.10.26.08,21364.000000000004
Anhui-PV-2022,2025.10.26.12,0.0
Anhui-PV-2022,2025.10.26.16,3.637978807091713e-12
Anhui-PV-2022,2025.10.26.20,0.0
Anhui-PV-2022,2025.11.19.00,0.0
Anhui-PV-2022,2025.11.19.04,0.0
Anhui-PV-2022,2025.11.19.08,21364.0
Anhui-PV-2022,2025.11.19.12,3.637978807091713e-12
Anhui-PV-2022,2025.11.19.16,0.0
Anhui-PV-2022,2025.11.19.20,0.0
Anhui-PV-2022,2025.12.16.00,0.0
Anhui-PV-2022,2025.12.16.04,0.0
Anhui-PV-2022,2025.12.16.08,21364.000000000004
Anhui-PV-2022,2025.12.16.12,0.0
Anhui-PV-2022,2025.12.16.16,0.0
Anhui-PV-2022,2025.12.16.20,0.0
Anhui-Wind-2022,2025.01.22.00,0.0
Anhui-Wind-2022,2025.01.22.04,1.8189894035458565e-12
Anhui-Wind-2022,2025.01.22.08,0.0
Anhui-Wind-2022,2025.01.22.12,1.8189894035458565e-12
Anhui-Wind-2022,2025.01.22.16,0.0
Anhui-Wind-2022,2025.01.22.20,1.8189894035458565e-12
Anhui-Wind-2022,2025.02.08.00,0.0
Anhui-Wind-2022,2025.02.08.04,0.0
Anhui-Wind-2022,2025.02.08.08,0.0
Anhui-Wind-2022,2025.02.08.12,0.0
Anhui-Wind-2022,2025.02.08.16,0.0
Anhui-Wind-2022,2025.02.08.20,1.8189894035458565e-12
Anhui-Wind-2022,2025.03.21.00,0.0
Anhui-Wind-2022,2025.03.21.04,0.0
Anhui-Wind-2022,2025.03.21.08,0.0
Anhui-Wind-2022,2025.03.21.12,0.0
Anhui-Wind-2022,2025.03.21.16,0.0
Anhui-Wind-2022,2025.03.21.20,1.8189894035458565e-12
Anhui-Wind-2022,2025.04.11.00,0.0
Anhui-Wind-2022,2025.04.11.04,0.0
Anhui-Wind-2022,2025.04.11.08,1.8189894035458565e-12
Anhui-Wind-2022,2025.04.11.12,0.0
Anhui-Wind-2022,2025.04.11.16,1.8189894035458565e-12
Anhui-Wind-2022,2025.04.11.20,0.0
Anhui-Wind-2022,2025.05.22.00,0.0
Anhui-Wind-2022,2025.05.22.04,0.0
Anhui-Wind-2022,2025.05.22.08,0.0
Anhui-Wind-2022,2025.05.22.12,1.8189894035458565e-12
Anhui-Wind-2022,2025.05.22.16,0.0
Anhui-Wind-2022,2025.05.22.20,0.0
Anhui-Wind-2022,2025.06.16.00,1.8189894035458565e-12
Anhui-Wind-2022,2025.06.16.04,0.0
Anhui-Wind-2022,2025.06.16.08,0.0
Anhui-Wind-2022,2025.06.16.12,0.0
Anhui-Wind-2022,2025.06.16.16,0.0
Anhui-Wind-2022,2025.06.16.20,0.0
Anhui-Wind-2022,2025.07.22.00,0.0
Anhui-Wind-2022,2025.07.22.04,0.0
Anhui-Wind-2022,2025.07.22.08,0.0
Anhui-Wind-2022,2025.07.22.12,0.0
Anhui-Wind-2022,2025.07.22.16,0.0
Anhui-Wind-2022,2025.07.22.20,0.0
Anhui-Wind-2022,2025.08.19.00,0.0
Anhui-Wind-2022,2025.08.19.04,0.0
Anhui-Wind-2022,2025.08.19.08,0.0
Anhui-Wind-2022,2025.08.19.12,0.0
Anhui-Wind-2022,2025.08.19.16,0.0
Anhui-Wind-2022,2025.08.19.20,0.0
Anhui-Wind-2022,2025.09.20.00,0.0
Anhui-Wind-2022,2025.09.20.04,1.8189894035458565e-12
Anhui-Wind-2022,2025.09.20.08,0.0
Anhui-Wind-2022,2025.09.20.12,0.0
Anhui-Wind-2022,2025.09.20.16,0.0
Anhui-Wind-2022,2025.09.20.20,0.0
Anhui-Wind-2022,2025.10.26.00,1.8189894035458565e-12
Anhui-Wind-2022,2025.10.26.04,0.0
Anhui-Wind-2022,2025.10.26.08,0.0
Anhui-Wind-2022,2025.10.26.12,0.0
Anhui-Wind-2022,2025.10.26.16,0.0
Anhui-Wind-2022,2025.10.26.20,0.0
Anhui-Wind-2022,2025.11.19.00,0.0
Anhui-Wind-2022,2025.11.19.04,0.0
Anhui-Wind-2022,2025.11.19.08,0.0
Anhui-Wind-2022,2025.11.19.12,0.0
Anhui-Wind-2022,2025.11.19.16,0.0
Anhui-Wind-2022,2025.11.19.20,1.8189894035458565e-12
Anhui-Wind-2022,2025.12.16.00,0.0
Anhui-Wind-2022,2025.12.16.04,0.0
Anhui-Wind-2022,2025.12.16.08,0.0
Anhui-Wind-2022,2025.12.16.12,0.0
Anhui-Wind-2022,2025.12.16.16,0.0
Anhui-Wind-2022,2025.12.16.20,0.0
Beijing-Central_PV-2022,2025.01.22.00,0.0
Beijing-Central_PV-2022,2025.01.22.04,0.0
Beijing-Central_PV-2022,2025.01.22.08,98.00000000000004
Beijing-Central_PV-2022,2025.01.22.12,0.0
Beijing-Central_PV-2022,2025.01.22.16,0.0
Beijing-Central_PV-2022,2025.01.22.20,0.0
Beijing-Central_PV-2022,2025.02.08.00,0.0
Beijing-Central_PV-2022,2025.02.08.04,0.0
Beijing-Central_PV-2022,2025.02.08.08,98.00000000000003
Beijing-Central_PV-2022,2025.02.08.12,0.0
Beijing-Central_PV-2022,2025.02.08.16,0.0
Beijing-Central_PV-2022,2025.02.08.20,0.0
Beijing-Central_PV-2022,2025.03.21.00,0.0
Beijing-Central_PV-2022,2025.03.21.04,0.0
Beijing-Central_PV-2022,2025.03.21.08,98.00000000000004
Beijing-Central_PV-2022,2025.03.21.12,0.0
Beijing-Central_PV-2022,2025.03.21.16,0.0
Beijing-Central_PV-2022,2025.03.21.20,0.0
Beijing-Central_PV-2022,2025.04.11.00,0.0
Beijing-Central_PV-2022,2025.04.11.04,0.0
Beijing-Central_PV-2022,2025.04.11.08,98.00000000000003
Beijing-Central_PV-2022,2025.04.11.12,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.04.11.16,0.0
Beijing-Central_PV-2022,2025.04.11.20,0.0
Beijing-Central_PV-2022,2025.05.22.00,0.0
Beijing-Central_PV-2022,2025.05.22.04,0.0
Beijing-Central_PV-2022,2025.05.22.08,98.00000000000003
Beijing-Central_PV-2022,2025.05.22.12,0.0
Beijing-Central_PV-2022,2025.05.22.16,0.0
Beijing-Central_PV-2022,2025.05.22.20,0.0
Beijing-Central_PV-2022,2025.06.16.00,0.0
Beijing-Central_PV-2022,2025.06.16.04,0.0
Beijing-Central_PV-2022,2025.06.16.08,98.00000000000004
Beijing-Central_PV-2022,2025.06.16.12,0.0
Beijing-Central_PV-2022,2025.06.16.16,0.0
Beijing-Central_PV-2022,2025.06.16.20,0.0
Beijing-Central_PV-2022,2025.07.22.00,0.0
Beijing-Central_PV-2022,2025.07.22.04,0.0
Beijing-Central_PV-2022,2025.07.22.08,98.00000000000003
Beijing-Central_PV-2022,2025.07.22.12,0.0
Beijing-Central_PV-2022,2025.07.22.16,0.0
Beijing-Central_PV-2022,2025.07.22.20,0.0
Beijing-Central_PV-2022,2025.08.19.00,0.0
Beijing-Central_PV-2022,2025.08.19.04,0.0
Beijing-Central_PV-2022,2025.08.19.08,98.00000000000003
Beijing-Central_PV-2022,2025.08.19.12,0.0
Beijing-Central_PV-2022,2025.08.19.16,0.0
Beijing-Central_PV-2022,2025.08.19.20,0.0
Beijing-Central_PV-2022,2025.09.20.00,0.0
Beijing-Central_PV-2022,2025.09.20.04,0.0
Beijing-Central_PV-2022,2025.09.20.08,98.00000000000003
Beijing-Central_PV-2022,2025.09.20.12,0.0
Beijing-Central_PV-2022,2025.09.20.16,0.0
Beijing-Central_PV-2022,2025.09.20.20,0.0
Beijing-Central_PV-2022,2025.10.26.00,0.0
Beijing-Central_PV-2022,2025.10.26.04,0.0
Beijing-Central_PV-2022,2025.10.26.08,98.00000000000003
Beijing-Central_PV-2022,2025.10.26.12,0.0
Beijing-Central_PV-2022,2025.10.26.16,0.0
Beijing-Central_PV-2022,2025.10.26.20,0.0
Beijing-Central_PV-2022,2025.11.19.00,0.0
Beijing-Central_PV-2022,2025.11.19.04,0.0
Beijing-Central_PV-2022,2025.11.19.08,98.00000000000003
Beijing-Central_PV-2022,2025.11.19.12,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.11.19.16,0.0
Beijing-Central_PV-2022,2025.11.19.20,0.0
Beijing-Central_PV-2022,2025.12.16.00,0.0
Beijing-Central_PV-2022,2025.12.16.04,0.0
Beijing-Central_PV-2022,2025.12.16.08,98.00000000000003
Beijing-Central_PV-2022,2025.12.16.12,0.0
Beijing-Central_PV-2022,2025.12.16.16,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.12.16.20,0.0
Beijing-Coal-2022,2025.01.22.00,0.0
Beijing-Coal-2022,2025.01.22.04,0.0
Beijing-Coal-2022,2025.01.22.08,0.0
Beijing-Coal-2022,2025.01.22.12,0.0
Beijing-Coal-2022,2025.01.22.16,0.0
Beijing-Coal-2022,2025.01.22.20,0.0
