GEN_TPS_1,GEN_TPS_2,ShutdownGenCapacity
Anhui-Central_PV-2022,2025.12.16.12,0.0
Anhui-Central_PV-2022,2025.12.16.16,3.637978807091713e-12
Anhui-Central_PV-2022,2025.12.16.20,20854.4
Anhui-Coal-2022,2025.01.22.00,9200.547399184201
Anhui-Coal-2022,2025.01.22.04,5939.087958325297
Anhui-Coal-2022,2025.01.22.08,0.0
Anhui-Coal-2022,2025.01.22.12,0.0
Anhui-Coal-2022,2025.01.22.16,0.0
Anhui-Coal-2022,2025.01.22.20,0.0
Anhui-Coal-2022,2025.02.08.00,0.0
Anhui-Coal-2022,2025.02.08.04,5599.468984949497
Anhui-Coal-2022,2025.02.08.08,5461.7340199217215
Anhui-Coal-2022,2025.02.08.12,0.0
Anhui-Coal-2022,2025.02.08.16,0.0
Anhui-Coal-2022,2025.02.08.20,0.0
Anhui-Coal-2022,2025.03.21.00,0.0
Anhui-Coal-2022,2025.03.21.04,1051.054262869453
Anhui-Coal-2022,2025.03.21.08,28961.142934636948
Anhui-Coal-2022,2025.03.21.12,0.0
Anhui-Coal-2022,2025.03.21.16,0.0
Anhui-Coal-2022,2025.03.21.20,0.0
Anhui-Coal-2022,2025.04.11.00,0.0
Anhui-Coal-2022,2025.04.11.04,27103.5591342096
Anhui-Coal-2022,2025.04.11.08,0.0
Anhui-Coal-2022,2025.04.11.12,0.0
Anhui-Coal-2022,2025.04.11.16,0.0
Anhui-Coal-2022,2025.04.11.20,0.0
Anhui-Coal-2022,2025.05.22.00,2556.0997893328167
Anhui-Coal-2022,2025.05.22.04,15656.419422795865
Anhui-Coal-2022,2025.05.22.08,10605.961544474623
Anhui-Coal-2022,2025.05.22.12,11862.623079741925
Anhui-Coal-2022,2025.05.22.16,0.0
Anhui-Coal-2022,2025.05.22.20,0.0
Anhui-Coal-2022,2025.06.16.00,0.0
Anhui-Coal-2022,2025.06.16.04,6577.17369388284
Anhui-Coal-2022,2025.06.16.08,14359.29880842489
Anhui-Coal-2022,2025.06.16.12,0.0
Anhui-Coal-2022,2025.06.16.16,0.0
Anhui-Coal-2022,2025.06.16.20,0.0
Anhui-Coal-2022,2025.07.22.00,15231.429213191608
Anhui-Coal-2022,2025.07.22.04,4099.6776998308305
Anhui-Coal-2022,2025.07.22.08,0.0
Anhui-Coal-2022,2025.07.22.12,588.3455547882986
Anhui-Coal-2022,2025.07.22.16,0.0
Anhui-Coal-2022,2025.07.22.20,0.0
Anhui-Coal-2022,2025.08.19.00,9819.313232591048
Anhui-Coal-2022,2025.08.19.04,3737.9102117513175
Anhui-Coal-2022,2025.08.19.08,6255.629425942938
Anhui-Coal-2022,2025.08.19.12,0.0
Anhui-Coal-2022,2025.08.19.16,0.0
Anhui-Coal-2022,2025.08.19.20,0.0
Anhui-Coal-2022,2025.09.20.00,11272.96150697516
Anhui-Coal-2022,2025.09.20.04,0.0
Anhui-Coal-2022,2025.09.20.08,16480.967741935492
Anhui-Coal-2022,2025.09.20.12,19819.19281732697
Anhui-Coal-2022,2025.09.20.16,0.0
Anhui-Coal-2022,2025.09.20.20,0.0
Anhui-Coal-2022,2025.10.26.00,0.0
Anhui-Coal-2022,2025.10.26.04,7603.444945220057
Anhui-Coal-2022,2025.10.26.08,14028.243566058041
Anhui-Coal-2022,2025.10.26.12,12105.571375312353
Anhui-Coal-2022,2025.10.26.16,0.0
Anhui-Coal-2022,2025.10.26.20,0.0
Anhui-Coal-2022,2025.11.19.00,13070.640922936655
Anhui-Coal-2022,2025.11.19.04,5213.14657942261
Anhui-Coal-2022,2025.11.19.08,0.0
Anhui-Coal-2022,2025.11.19.12,11092.295126515317
Anhui-Coal-2022,2025.11.19.16,0.0
Anhui-Coal-2022,2025.11.19.20,0.0
Anhui-Coal-2022,2025.12.16.00,0.0
Anhui-Coal-2022,2025.12.16.04,0.0
Anhui-Coal-2022,2025.12.16.08,10319.740862888902
Anhui-Coal-2022,2025.12.16.12,0.0
Anhui-Coal-2022,2025.12.16.16,0.0
Anhui-Coal-2022,2025.12.16.20,0.0
Anhui-Gas-2022,2025.01.22.00,0.0
Anhui-Gas-2022,2025.01.22.04,0.0
Anhui-Gas-2022,2025.01.22.08,0.0
Anhui-Gas-2022,2025.01.22.12,0.0
Anhui-Gas-2022,2025.01.22.16,0.0
Anhui-Gas-2022,2025.01.22.20,0.0
Anhui-Gas-2022,2025.02.08.00,0.0
Anhui-Gas-2022,2025.02.08.04,0.0
Anhui-Gas-2022,2025.02.08.08,0.0
Anhui-Gas-2022,2025.02.08.12,0.0
Anhui-Gas-2022,2025.02.08.16,0.0
Anhui-Gas-2022,2025.02.08.20,0.0
Anhui-Gas-2022,2025.03.21.00,0.0
Anhui-Gas-2022,2025.03.21.04,0.0
Anhui-Gas-2022,2025.03.21.08,0.0
Anhui-Gas-2022,2025.03.21.12,0.0
Anhui-Gas-2022,2025.03.21.16,0.0
Anhui-Gas-2022,2025.03.21.20,0.0
Anhui-Gas-2022,2025.04.11.00,0.0
Anhui-Gas-2022,2025.04.11.04,0.0
Anhui-Gas-2022,2025.04.11.08,0.0
Anhui-Gas-2022,2025.04.11.12,0.0
Anhui-Gas-2022,2025.04.11.16,0.0
Anhui-Gas-2022,2025.04.11.20,0.0
Anhui-Gas-2022,2025.05.22.00,0.0
Anhui-Gas-2022,2025.05.22.04,0.0
Anhui-Gas-2022,2025.05.22.08,0.0
Anhui-Gas-2022,2025.05.22.12,0.0
Anhui-Gas-2022,2025.05.22.16,0.0
Anhui-Gas-2022,2025.05.22.20,0.0
Anhui-Gas-2022,2025.06.16.00,0.0
Anhui-Gas-2022,2025.06.16.04,0.0
Anhui-Gas-2022,2025.06.16.08,0.0
Anhui-Gas-2022,2025.06.16.12,0.0
Anhui-Gas-2022,2025.06.16.16,0.0
Anhui-Gas-2022,2025.06.16.20,0.0
Anhui-Gas-2022,2025.07.22.00,0.0
Anhui-Gas-2022,2025.07.22.04,0.0
Anhui-Gas-2022,2025.07.22.08,0.0
Anhui-Gas-2022,2025.07.22.12,0.0
Anhui-Gas-2022,2025.07.22.16,0.0
Anhui-Gas-2022,2025.07.22.20,0.0
Anhui-Gas-2022,2025.08.19.00,0.0
Anhui-Gas-2022,2025.08.19.04,0.0
Anhui-Gas-2022,2025.08.19.08,0.0
Anhui-Gas-2022,2025.08.19.12,0.0
Anhui-Gas-2022,2025.08.19.16,0.0
Anhui-Gas-2022,2025.08.19.20,0.0
Anhui-Gas-2022,2025.09.20.00,0.0
Anhui-Gas-2022,2025.09.20.04,0.0
Anhui-Gas-2022,2025.09.20.08,0.0
Anhui-Gas-2022,2025.09.20.12,0.0
Anhui-Gas-2022,2025.09.20.16,0.0
Anhui-Gas-2022,2025.09.20.20,0.0
Anhui-Gas-2022,2025.10.26.00,0.0
Anhui-Gas-2022,2025.10.26.04,0.0
Anhui-Gas-2022,2025.10.26.08,0.0
Anhui-Gas-2022,2025.10.26.12,0.0
Anhui-Gas-2022,2025.10.26.16,0.0
Anhui-Gas-2022,2025.10.26.20,0.0
Anhui-Gas-2022,2025.11.19.00,0.0
Anhui-Gas-2022,2025.11.19.04,0.0
Anhui-Gas-2022,2025.11.19.08,0.0
Anhui-Gas-2022,2025.11.19.12,0.0
Anhui-Gas-2022,2025.11.19.16,0.0
Anhui-Gas-2022,2025.11.19.20,0.0
Anhui-Gas-2022,2025.12.16.00,0.0
Anhui-Gas-2022,2025.12.16.04,0.0
Anhui-Gas-2022,2025.12.16.08,0.0
Anhui-Gas-2022,2025.12.16.12,0.0
Anhui-Gas-2022,2025.12.16.16,0.0
Anhui-Gas-2022,2025.12.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,0.0
Anhui-PV-2022,2025.01.22.00,0.0
Anhui-PV-2022,2025.01.22.04,0.0
Anhui-PV-2022,2025.01.22.08,0.0
Anhui-PV-2022,2025.01.22.12,0.0
Anhui-PV-2022,2025.01.22.16,0.0
Anhui-PV-2022,2025.01.22.20,21364.000000000007
Anhui-PV-2022,2025.02.08.00,0.0
Anhui-PV-2022,2025.02.08.04,0.0
Anhui-PV-2022,2025.02.08.08,0.0
Anhui-PV-2022,2025.02.08.12,0.0
Anhui-PV-2022,2025.02.08.16,0.0
Anhui-PV-2022,2025.02.08.20,21364.000000000004
Anhui-PV-2022,2025.03.21.00,0.0
Anhui-PV-2022,2025.03.21.04,0.0
Anhui-PV-2022,2025.03.21.08,0.0
Anhui-PV-2022,2025.03.21.12,0.0
Anhui-PV-2022,2025.03.21.16,3.637978807091713e-12
Anhui-PV-2022,2025.03.21.20,21364.000000000004
Anhui-PV-2022,2025.04.11.00,0.0
Anhui-PV-2022,2025.04.11.04,0.0
Anhui-PV-2022,2025.04.11.08,0.0
Anhui-PV-2022,2025.04.11.12,3.637978807091713e-12
Anhui-PV-2022,2025.04.11.16,0.0
Anhui-PV-2022,2025.04.11.20,21364.000000000004
Anhui-PV-2022,2025.05.22.00,0.0
Anhui-PV-2022,2025.05.22.04,0.0
Anhui-PV-2022,2025.05.22.08,0.0
Anhui-PV-2022,2025.05.22.12,0.0
Anhui-PV-2022,2025.05.22.16,0.0
Anhui-PV-2022,2025.05.22.20,21364.000000000004
Anhui-PV-2022,2025.06.16.00,0.0
Anhui-PV-2022,2025.06.16.04,0.0
Anhui-PV-2022,2025.06.16.08,0.0
Anhui-PV-2022,2025.06.16.12,0.0
Anhui-PV-2022,2025.06.16.16,0.0
Anhui-PV-2022,2025.06.16.20,21364.000000000004
Anhui-PV-2022,2025.07.22.00,0.0
Anhui-PV-2022,2025.07.22.04,0.0
Anhui-PV-2022,2025.07.22.08,0.0
Anhui-PV-2022,2025.07.22.12,0.0
Anhui-PV-2022,2025.07.22.16,0.0
Anhui-PV-2022,2025.07.22.20,21364.000000000004
Anhui-PV-2022,2025.08.19.00,0.0
Anhui-PV-2022,2025.08.19.04,0.0
Anhui-PV-2022,2025.08.19.08,0.0
Anhui-PV-2022,2025.08.19.12,0.0
Anhui-PV-2022,2025.08.19.16,0.0
Anhui-PV-2022,2025.08.19.20,21364.000000000004
Anhui-PV-2022,2025.09.20.00,0.0
Anhui-PV-2022,2025.09.20.04,0.0
Anhui-PV-2022,2025.09.20.08,0.0
Anhui-PV-2022,2025.09.20.12,0.0
Anhui-PV-2022,2025.09.20.16,0.0
Anhui-PV-2022,2025.09.20.20,21364.000000000007
Anhui-PV-2022,2025.10.26.00,0.0
Anhui-PV-2022,2025.10.26.04,0.0
Anhui-PV-2022,2025.10.26.08,0.0
Anhui-PV-2022,2025.10.26.12,0.0
Anhui-PV-2022,2025.10.26.16,0.0
Anhui-PV-2022,2025.10.26.20,21364.000000000007
Anhui-PV-2022,2025.11.19.00,0.0
Anhui-PV-2022,2025.11.19.04,0.0
Anhui-PV-2022,2025.11.19.08,0.0
Anhui-PV-2022,2025.11.19.12,0.0
Anhui-PV-2022,2025.11.19.16,0.0
Anhui-PV-2022,2025.11.19.20,21364.000000000004
Anhui-PV-2022,2025.12.16.00,0.0
Anhui-PV-2022,2025.12.16.04,0.0
Anhui-PV-2022,2025.12.16.08,0.0
Anhui-PV-2022,2025.12.16.12,0.0
Anhui-PV-2022,2025.12.16.16,0.0
Anhui-PV-2022,2025.12.16.20,21364.000000000004
Anhui-Wind-2022,2025.01.22.00,0.0
Anhui-Wind-2022,2025.01.22.04,0.0
Anhui-Wind-2022,2025.01.22.08,1.8189894035458565e-12
Anhui-Wind-2022,2025.01.22.12,0.0
Anhui-Wind-2022,2025.01.22.16,3.637978807091713e-12
Anhui-Wind-2022,2025.01.22.20,0.0
Anhui-Wind-2022,2025.02.08.00,1.8189894035458565e-12
Anhui-Wind-2022,2025.02.08.04,0.0
Anhui-Wind-2022,2025.02.08.08,0.0
Anhui-Wind-2022,2025.02.08.12,0.0
Anhui-Wind-2022,2025.02.08.16,0.0
Anhui-Wind-2022,2025.02.08.20,0.0
Anhui-Wind-2022,2025.03.21.00,1.8189894035458565e-12
Anhui-Wind-2022,2025.03.21.04,0.0
Anhui-Wind-2022,2025.03.21.08,0.0
Anhui-Wind-2022,2025.03.21.12,0.0
Anhui-Wind-2022,2025.03.21.16,0.0
Anhui-Wind-2022,2025.03.21.20,0.0
Anhui-Wind-2022,2025.04.11.00,0.0
Anhui-Wind-2022,2025.04.11.04,1.8189894035458565e-12
Anhui-Wind-2022,2025.04.11.08,0.0
Anhui-Wind-2022,2025.04.11.12,1.8189894035458565e-12
Anhui-Wind-2022,2025.04.11.16,0.0
Anhui-Wind-2022,2025.04.11.20,0.0
Anhui-Wind-2022,2025.05.22.00,0.0
Anhui-Wind-2022,2025.05.22.04,0.0
Anhui-Wind-2022,2025.05.22.08,1.8189894035458565e-12
Anhui-Wind-2022,2025.05.22.12,0.0
Anhui-Wind-2022,2025.05.22.16,0.0
Anhui-Wind-2022,2025.05.22.20,0.0
Anhui-Wind-2022,2025.06.16.00,0.0
Anhui-Wind-2022,2025.06.16.04,0.0
Anhui-Wind-2022,2025.06.16.08,0.0
Anhui-Wind-2022,2025.06.16.12,0.0
Anhui-Wind-2022,2025.06.16.16,0.0
Anhui-Wind-2022,2025.06.16.20,1.8189894035458565e-12
Anhui-Wind-2022,2025.07.22.00,0.0
Anhui-Wind-2022,2025.07.22.04,0.0
Anhui-Wind-2022,2025.07.22.08,0.0
Anhui-Wind-2022,2025.07.22.12,0.0
Anhui-Wind-2022,2025.07.22.16,0.0
Anhui-Wind-2022,2025.07.22.20,0.0
Anhui-Wind-2022,2025.08.19.00,0.0
Anhui-Wind-2022,2025.08.19.04,0.0
Anhui-Wind-2022,2025.08.19.08,0.0
Anhui-Wind-2022,2025.08.19.12,0.0
Anhui-Wind-2022,2025.08.19.16,0.0
Anhui-Wind-2022,2025.08.19.20,0.0
Anhui-Wind-2022,2025.09.20.00,0.0
Anhui-Wind-2022,2025.09.20.04,0.0
Anhui-Wind-2022,2025.09.20.08,1.8189894035458565e-12
Anhui-Wind-2022,2025.09.20.12,0.0
Anhui-Wind-2022,2025.09.20.16,0.0
Anhui-Wind-2022,2025.09.20.20,0.0
Anhui-Wind-2022,2025.10.26.00,0.0
Anhui-Wind-2022,2025.10.26.04,1.8189894035458565e-12
Anhui-Wind-2022,2025.10.26.08,0.0
Anhui-Wind-2022,2025.10.26.12,0.0
Anhui-Wind-2022,2025.10.26.16,0.0
Anhui-Wind-2022,2025.10.26.20,0.0
Anhui-Wind-2022,2025.11.19.00,1.8189894035458565e-12
Anhui-Wind-2022,2025.11.19.04,0.0
Anhui-Wind-2022,2025.11.19.08,0.0
Anhui-Wind-2022,2025.11.19.12,0.0
Anhui-Wind-2022,2025.11.19.16,0.0
Anhui-Wind-2022,2025.11.19.20,0.0
Anhui-Wind-2022,2025.12.16.00,0.0
Anhui-Wind-2022,2025.12.16.04,0.0
Anhui-Wind-2022,2025.12.16.08,0.0
Anhui-Wind-2022,2025.12.16.12,0.0
Anhui-Wind-2022,2025.12.16.16,0.0
Anhui-Wind-2022,2025.12.16.20,0.0
Beijing-Central_PV-2022,2025.01.22.00,0.0
Beijing-Central_PV-2022,2025.01.22.04,0.0
Beijing-Central_PV-2022,2025.01.22.08,0.0
Beijing-Central_PV-2022,2025.01.22.12,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.01.22.16,0.0
Beijing-Central_PV-2022,2025.01.22.20,98.00000000000003
Beijing-Central_PV-2022,2025.02.08.00,0.0
Beijing-Central_PV-2022,2025.02.08.04,0.0
Beijing-Central_PV-2022,2025.02.08.08,0.0
Beijing-Central_PV-2022,2025.02.08.12,0.0
Beijing-Central_PV-2022,2025.02.08.16,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.02.08.20,98.00000000000001
Beijing-Central_PV-2022,2025.03.21.00,0.0
Beijing-Central_PV-2022,2025.03.21.04,0.0
Beijing-Central_PV-2022,2025.03.21.08,0.0
Beijing-Central_PV-2022,2025.03.21.12,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.03.21.16,0.0
Beijing-Central_PV-2022,2025.03.21.20,98.00000000000003
Beijing-Central_PV-2022,2025.04.11.00,0.0
Beijing-Central_PV-2022,2025.04.11.04,0.0
Beijing-Central_PV-2022,2025.04.11.08,0.0
Beijing-Central_PV-2022,2025.04.11.12,0.0
Beijing-Central_PV-2022,2025.04.11.16,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.04.11.20,98.00000000000003
Beijing-Central_PV-2022,2025.05.22.00,0.0
Beijing-Central_PV-2022,2025.05.22.04,0.0
Beijing-Central_PV-2022,2025.05.22.08,0.0
Beijing-Central_PV-2022,2025.05.22.12,0.0
Beijing-Central_PV-2022,2025.05.22.16,0.0
Beijing-Central_PV-2022,2025.05.22.20,98.00000000000003
Beijing-Central_PV-2022,2025.06.16.00,0.0
Beijing-Central_PV-2022,2025.06.16.04,0.0
Beijing-Central_PV-2022,2025.06.16.08,0.0
Beijing-Central_PV-2022,2025.06.16.12,0.0
Beijing-Central_PV-2022,2025.06.16.16,0.0
Beijing-Central_PV-2022,2025.06.16.20,98.00000000000004
Beijing-Central_PV-2022,2025.07.22.00,0.0
Beijing-Central_PV-2022,2025.07.22.04,0.0
Beijing-Central_PV-2022,2025.07.22.08,0.0
Beijing-Central_PV-2022,2025.07.22.12,0.0
Beijing-Central_PV-2022,2025.07.22.16,0.0
Beijing-Central_PV-2022,2025.07.22.20,98.00000000000003
Beijing-Central_PV-2022,2025.08.19.00,0.0
Beijing-Central_PV-2022,2025.08.19.04,0.0
Beijing-Central_PV-2022,2025.08.19.08,0.0
Beijing-Central_PV-2022,2025.08.19.12,0.0
Beijing-Central_PV-2022,2025.08.19.16,0.0
Beijing-Central_PV-2022,2025.08.19.20,98.00000000000003
Beijing-Central_PV-2022,2025.09.20.00,0.0
Beijing-Central_PV-2022,2025.09.20.04,0.0
Beijing-Central_PV-2022,2025.09.20.08,0.0
Beijing-Central_PV-2022,2025.09.20.12,0.0
Beijing-Central_PV-2022,2025.09.20.16,0.0
Beijing-Central_PV-2022,2025.09.20.20,98.00000000000003
Beijing-Central_PV-2022,2025.10.26.00,0.0
Beijing-Central_PV-2022,2025.10.26.04,0.0
Beijing-Central_PV-2022,2025.10.26.08,0.0
Beijing-Central_PV-2022,2025.10.26.12,0.0
Beijing-Central_PV-2022,2025.10.26.16,0.0
Beijing-Central_PV-2022,2025.10.26.20,98.00000000000003
Beijing-Central_PV-2022,2025.11.19.00,0.0
Beijing-Central_PV-2022,2025.11.19.04,0.0
Beijing-Central_PV-2022,2025.11.19.08,0.0
Beijing-Central_PV-2022,2025.11.19.12,0.0
Beijing-Central_PV-2022,2025.11.19.16,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.11.19.20,98.00000000000003
Beijing-Central_PV-2022,2025.12.16.00,0.0
Beijing-Central_PV-2022,2025.12.16.04,0.0
Beijing-Central_PV-2022,2025.12.16.08,0.0
Beijing-Central_PV-2022,2025.12.16.12,1.4210854715202004e-14
Beijing-Central_PV-2022,2025.12.16.16,0.0
Beijing-Central_PV-2022,2025.12.16.20,98.00000000000003
Beijing-Coal-2022,2025.01.22.00,0.0
Beijing-Coal-2022,2025.01.22.04,0.0
Beijing-Coal-2022,2025.01.22.08,0.0
Beijing-Coal-2022,2025.01.22.12,0.0
Beijing-Coal-2022,2025.01.22.16,0.0
