ev_project,timepoint,load_zone,ev_charge,charging_power,ev_discharge,discharging_power,state_charge_of_ev
Chongqing-Ev,2025-01-22_00:00,Chongqing,1,5.81741,0,0,3868.58
Chongqing-Ev,2025-01-22_04:00,Chongqing,1,71.845,0,0,4111.75
Chongqing-Ev,2025-01-22_08:00,Chongqing,0,0,1,0,3929.37
Chongqing-Ev,2025-01-22_12:00,Chongqing,1,185.575,0,0,3868.58
Chongqing-Ev,2025-01-22_16:00,Chongqing,1,207.1,0,0,4047.64
Chongqing-Ev,2025-01-22_20:00,Chongqing,1,0,0,0,3868.58
Chongqing-Ev,2025-02-08_00:00,Chongqing,1,177.853,0,0,4706.21
Chongqing-Ev,2025-02-08_04:00,Chongqing,1,71.845,0,0,4956.01
Chongqing-Ev,2025-02-08_08:00,Chongqing,1,1.79613,0,0,3868.58
Chongqing-Ev,2025-02-08_12:00,Chongqing,1,260.438,0,0,4773.13
Chongqing-Ev,2025-02-08_16:00,Chongqing,1,0,0,0,4043.63
Chongqing-Ev,2025-02-08_20:00,Chongqing,1,0,0,0,4043.63
Chongqing-Ev,2025-03-21_00:00,Chongqing,0,0,1,0,6223.99
Chongqing-Ev,2025-03-21_04:00,Chongqing,0,0,1,0,6190.83
Chongqing-Ev,2025-03-21_08:00,Chongqing,0,0,1,0,5643.7
Chongqing-Ev,2025-03-21_12:00,Chongqing,0,0,1,0,4962.83
Chongqing-Ev,2025-03-21_16:00,Chongqing,0,0,1,0,3868.58
Chongqing-Ev,2025-03-21_20:00,Chongqing,1,669.293,0,0,6232.83
Chongqing-Ev,2025-04-11_00:00,Chongqing,1,465.684,0,0,5638.18
Chongqing-Ev,2025-04-11_04:00,Chongqing,0,0,1,0,5631.54
Chongqing-Ev,2025-04-11_08:00,Chongqing,0,0,1,0,4537.29
Chongqing-Ev,2025-04-11_12:00,Chongqing,1,0,0,0,4111.75
Chongqing-Ev,2025-04-11_16:00,Chongqing,1,0,0,0,3868.58
Chongqing-Ev,2025-04-11_20:00,Chongqing,1,141.363,0,0,3868.58
Chongqing-Ev,2025-05-22_00:00,Chongqing,1,642.663,0,0,6297.43
Chongqing-Ev,2025-05-22_04:00,Chongqing,1,71.845,0,0,6570.45
Chongqing-Ev,2025-05-22_08:00,Chongqing,0,0,1,0,4929.06
Chongqing-Ev,2025-05-22_12:00,Chongqing,1,0,0,0,4673.74
Chongqing-Ev,2025-05-22_16:00,Chongqing,1,0,0,0,4308.99
Chongqing-Ev,2025-05-22_20:00,Chongqing,1,72.5875,0,0,3868.58
Chongqing-Ev,2025-06-16_00:00,Chongqing,1,597.157,0,0,6102.41
Chongqing-Ev,2025-06-16_04:00,Chongqing,0,0,1,0,6069.25
Chongqing-Ev,2025-06-16_08:00,Chongqing,0,0,1,0,5157.37
Chongqing-Ev,2025-06-16_12:00,Chongqing,0,0,1,0,4476.5
Chongqing-Ev,2025-06-16_16:00,Chongqing,1,0,0,0,3868.58
Chongqing-Ev,2025-06-16_20:00,Chongqing,1,117.803,0,0,3868.58
Chongqing-Ev,2025-07-22_00:00,Chongqing,0,0,1,661.905,4344.77
Chongqing-Ev,2025-07-22_04:00,Chongqing,1,71.845,0,0,4591.26
Chongqing-Ev,2025-07-22_08:00,Chongqing,1,1.79613,0,0,3868.58
Chongqing-Ev,2025-07-22_12:00,Chongqing,1,260.438,0,0,4517.81
Chongqing-Ev,2025-07-22_16:00,Chongqing,1,89.0853,0,0,4856.33
Chongqing-Ev,2025-07-22_20:00,Chongqing,1,566.775,0,0,7010.08
Chongqing-Ev,2025-08-19_00:00,Chongqing,1,786.621,0,0,11702.5
Chongqing-Ev,2025-08-19_04:00,Chongqing,1,71.845,0,0,11942.3
Chongqing-Ev,2025-08-19_08:00,Chongqing,1,1.79613,0,0,11037.3
Chongqing-Ev,2025-08-19_12:00,Chongqing,1,260.438,0,0,11346.1
Chongqing-Ev,2025-08-19_16:00,Chongqing,0,0,1,1778.18,3868.58
Chongqing-Ev,2025-08-19_20:00,Chongqing,1,1325.54,0,0,8726.57
Chongqing-Ev,2025-09-20_00:00,Chongqing,1,0,0,0,5429.08
Chongqing-Ev,2025-09-20_04:00,Chongqing,1,71.845,0,0,5685.51
Chongqing-Ev,2025-09-20_08:00,Chongqing,1,1.79613,0,0,3868.58
Chongqing-Ev,2025-09-20_12:00,Chongqing,1,44.7941,0,0,3868.58
Chongqing-Ev,2025-09-20_16:00,Chongqing,1,319.958,0,0,3868.58
Chongqing-Ev,2025-09-20_20:00,Chongqing,1,506.064,0,0,5433.5
Chongqing-Ev,2025-10-26_00:00,Chongqing,1,600.066,0,0,6131.14
Chongqing-Ev,2025-10-26_04:00,Chongqing,0,0,1,0,6117.88
Chongqing-Ev,2025-10-26_08:00,Chongqing,0,0,1,0,5023.62
Chongqing-Ev,2025-10-26_12:00,Chongqing,0,0,1,0,4598.08
Chongqing-Ev,2025-10-26_16:00,Chongqing,0,0,1,0,3868.58
Chongqing-Ev,2025-10-26_20:00,Chongqing,1,23.5605,0,0,3868.58
Chongqing-Ev,2025-11-19_00:00,Chongqing,1,406.004,0,0,5384.87
Chongqing-Ev,2025-11-19_04:00,Chongqing,1,71.845,0,0,5624.72
Chongqing-Ev,2025-11-19_08:00,Chongqing,1,1.79613,0,0,4719.67
Chongqing-Ev,2025-11-19_12:00,Chongqing,0,0,1,0,3868.58
Chongqing-Ev,2025-11-19_16:00,Chongqing,1,159.979,0,0,3868.58
Chongqing-Ev,2025-11-19_20:00,Chongqing,0,0,1,0,3868.58
Chongqing-Ev,2025-12-16_00:00,Chongqing,0,0,1,0,3868.58
Chongqing-Ev,2025-12-16_04:00,Chongqing,1,71.845,0,0,4125.01
Chongqing-Ev,2025-12-16_08:00,Chongqing,0,0,1,0,3942.63
Chongqing-Ev,2025-12-16_12:00,Chongqing,1,70.3907,0,0,4210.12
Chongqing-Ev,2025-12-16_16:00,Chongqing,0,0,1,0,3966.95
Chongqing-Ev,2025-12-16_20:00,Chongqing,0,0,1,0,3877.42
Henan-Ev,2025-01-22_00:00,Henan,1,668.486,0,0,15850.1
Henan-Ev,2025-01-22_04:00,Henan,1,217.592,0,0,16666.9
Henan-Ev,2025-01-22_08:00,Henan,1,5.43979,0,0,11716.5
Henan-Ev,2025-01-22_12:00,Henan,1,788.77,0,0,12393.9
Henan-Ev,2025-01-22_16:00,Henan,1,790.752,0,0,11716.5
Henan-Ev,2025-01-22_20:00,Henan,1,494.198,0,0,13323.3
Henan-Ev,2025-02-08_00:00,Henan,1,0,0,0,16767.4
Henan-Ev,2025-02-08_04:00,Henan,1,0,0,0,16666.9
Henan-Ev,2025-02-08_08:00,Henan,1,5.43979,0,0,11716.5
Henan-Ev,2025-02-08_12:00,Henan,1,610.49,0,0,11716.5
Henan-Ev,2025-02-08_16:00,Henan,1,96.9032,0,0,11716.5
Henan-Ev,2025-02-08_20:00,Henan,1,1507.13,0,0,16901.3
Henan-Ev,2025-03-21_00:00,Henan,1,0,0,0,17507.8
Henan-Ev,2025-03-21_04:00,Henan,1,0,0,0,17497.7
Henan-Ev,2025-03-21_08:00,Henan,0,0,1,0,11974.2
Henan-Ev,2025-03-21_12:00,Henan,0,0,1,0,11716.5
Henan-Ev,2025-03-21_16:00,Henan,1,2187.37,0,0,20028.5
Henan-Ev,2025-03-21_20:00,Henan,0,0,1,0,17588.1
Henan-Ev,2025-04-11_00:00,Henan,1,1136.41,0,0,15941.1
Henan-Ev,2025-04-11_04:00,Henan,1,217.592,0,0,16687.6
Henan-Ev,2025-04-11_08:00,Henan,0,0,1,0,11716.5
Henan-Ev,2025-04-11_12:00,Henan,1,788.77,0,0,13682.7
Henan-Ev,2025-04-11_16:00,Henan,1,63.9781,0,0,11716.5
Henan-Ev,2025-04-11_20:00,Henan,1,71.356,0,0,11716.5
Henan-Ev,2025-05-22_00:00,Henan,1,0,0,0,15981.3
Henan-Ev,2025-05-22_04:00,Henan,0,0,1,0,15951.1
Henan-Ev,2025-05-22_08:00,Henan,0,0,1,0,14294.1
Henan-Ev,2025-05-22_12:00,Henan,0,0,1,0,11716.5
Henan-Ev,2025-05-22_16:00,Henan,1,2205.87,0,0,18257.6
Henan-Ev,2025-05-22_20:00,Henan,1,0,0,0,16088.4
Henan-Ev,2025-06-16_00:00,Henan,1,0,0,0,15653.2
Henan-Ev,2025-06-16_04:00,Henan,0,0,1,0,15582.9
Henan-Ev,2025-06-16_08:00,Henan,0,0,1,0,11716.5
Henan-Ev,2025-06-16_12:00,Henan,1,788.77,0,0,13682.7
Henan-Ev,2025-06-16_16:00,Henan,1,1472.6,0,0,15964.5
Henan-Ev,2025-06-16_20:00,Henan,1,0,0,0,15693.4
Henan-Ev,2025-07-22_00:00,Henan,1,968.88,0,0,15398.2
Henan-Ev,2025-07-22_04:00,Henan,0,0,1,0,15378.1
Henan-Ev,2025-07-22_08:00,Henan,1,5.43979,0,0,13189.4
Henan-Ev,2025-07-22_12:00,Henan,0,0,1,0.0028275,13189.4
Henan-Ev,2025-07-22_16:00,Henan,1,0,0,0,11716.5
Henan-Ev,2025-07-22_20:00,Henan,1,570.848,0,0,11716.5
Henan-Ev,2025-08-19_00:00,Henan,1,889.747,0,0,15084.1
Henan-Ev,2025-08-19_04:00,Henan,0,0,1,0,14993.7
Henan-Ev,2025-08-19_08:00,Henan,0,0,1,0,12232
Henan-Ev,2025-08-19_12:00,Henan,1,0,0,0,11716.5
Henan-Ev,2025-08-19_16:00,Henan,1,1249.17,0,0,13885.7
Henan-Ev,2025-08-19_20:00,Henan,1,0,0,0,11716.5
Henan-Ev,2025-09-20_00:00,Henan,1,0,0,0,13786.5
Henan-Ev,2025-09-20_04:00,Henan,1,52.2102,0,0,13984.9
Henan-Ev,2025-09-20_08:00,Henan,0,0,1,0,12880.2
Henan-Ev,2025-09-20_12:00,Henan,1,788.77,0,0,13557.6
Henan-Ev,2025-09-20_16:00,Henan,0,0,1,0,11716.5
Henan-Ev,2025-09-20_20:00,Henan,1,637.234,0,0,13866.8
Henan-Ev,2025-10-26_00:00,Henan,1,0,0,0,18408.3
Henan-Ev,2025-10-26_04:00,Henan,0,0,1,0,18307.8
Henan-Ev,2025-10-26_08:00,Henan,0,0,1,0,14441.4
Henan-Ev,2025-10-26_12:00,Henan,1,0,0,0,13925.9
Henan-Ev,2025-10-26_16:00,Henan,1,0,0,0,11716.5
Henan-Ev,2025-10-26_20:00,Henan,1,1914.28,0,0,18448.4
Henan-Ev,2025-11-19_00:00,Henan,1,709.155,0,0,14304.1
Henan-Ev,2025-11-19_04:00,Henan,1,217.592,0,0,15030.6
Henan-Ev,2025-11-19_08:00,Henan,1,0,0,0,11716.5
Henan-Ev,2025-11-19_12:00,Henan,1,0,0,0,11716.5
Henan-Ev,2025-11-19_16:00,Henan,1,866.843,0,0,12801.1
Henan-Ev,2025-11-19_20:00,Henan,1,0,0,0,11716.5
Henan-Ev,2025-12-16_00:00,Henan,1,0,0,0,14568.6
Henan-Ev,2025-12-16_04:00,Henan,0,0,1,0,14478.2
Henan-Ev,2025-12-16_08:00,Henan,0,0,1,0,11716.5
Henan-Ev,2025-12-16_12:00,Henan,1,788.77,0,0,14198.3
Henan-Ev,2025-12-16_16:00,Henan,0,0,1,0.019305,13461.7
Henan-Ev,2025-12-16_20:00,Henan,1,469.23,0,0,14702.5
Hubei-Ev,2025-01-22_00:00,Hubei,1,192.53,0,0,6210.82
Hubei-Ev,2025-01-22_04:00,Hubei,1,102.933,0,0,6587.71
Hubei-Ev,2025-01-22_08:00,Hubei,1,0,0,0,5542.54
Hubei-Ev,2025-01-22_12:00,Hubei,1,373.132,0,0,6106.89
Hubei-Ev,2025-01-22_16:00,Hubei,1,169.871,0,0,6055.63
Hubei-Ev,2025-01-22_20:00,Hubei,1,0,0,0,5542.54
Hubei-Ev,2025-02-08_00:00,Hubei,1,391.572,0,0,7011.52
Hubei-Ev,2025-02-08_04:00,Hubei,0,0,1,0,6964.01
Hubei-Ev,2025-02-08_08:00,Hubei,0,0,1,0,6964.01
Hubei-Ev,2025-02-08_12:00,Hubei,1,373.132,0,0,7284.49
Hubei-Ev,2025-02-08_16:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-02-08_20:00,Hubei,1,33.7553,0,0,5542.54
Hubei-Ev,2025-03-21_00:00,Hubei,1,1060.09,0,0,9513.9
Hubei-Ev,2025-03-21_04:00,Hubei,1,0,0,0,9504.39
Hubei-Ev,2025-03-21_08:00,Hubei,1,2.57332,0,0,7423.84
Hubei-Ev,2025-03-21_12:00,Hubei,0,0,1,0,6936.1
Hubei-Ev,2025-03-21_16:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-03-21_20:00,Hubei,1,67.5107,0,0,5542.54
Hubei-Ev,2025-04-11_00:00,Hubei,1,452.988,0,0,7200.56
Hubei-Ev,2025-04-11_04:00,Hubei,0,0,1,0,7162.55
Hubei-Ev,2025-04-11_08:00,Hubei,0,0,1,0,6639.97
Hubei-Ev,2025-04-11_12:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-04-11_16:00,Hubei,1,533.001,0,0,6696.98
Hubei-Ev,2025-04-11_20:00,Hubei,1,0,0,0,5542.54
Hubei-Ev,2025-05-22_00:00,Hubei,1,0,0,0,7922.67
Hubei-Ev,2025-05-22_04:00,Hubei,1,0,0,0,7894.17
Hubei-Ev,2025-05-22_08:00,Hubei,1,0,0,0,5542.54
Hubei-Ev,2025-05-22_12:00,Hubei,1,256.707,0,0,5542.54
Hubei-Ev,2025-05-22_16:00,Hubei,1,1158.93,0,0,9249.71
Hubei-Ev,2025-05-22_20:00,Hubei,1,0,0,0,7967.01
Hubei-Ev,2025-06-16_00:00,Hubei,1,1328.54,0,0,10591
Hubei-Ev,2025-06-16_04:00,Hubei,1,0,0,0,10586.3
Hubei-Ev,2025-06-16_08:00,Hubei,0,0,1,0,8495.93
Hubei-Ev,2025-06-16_12:00,Hubei,0,0,1,0,8008.18
Hubei-Ev,2025-06-16_16:00,Hubei,0,0,1,0,6440.44
Hubei-Ev,2025-06-16_20:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-07-22_00:00,Hubei,1,1135.98,0,0,9795.91
Hubei-Ev,2025-07-22_04:00,Hubei,1,102.933,0,0,10177.6
Hubei-Ev,2025-07-22_08:00,Hubei,1,2.57332,0,0,8097
Hubei-Ev,2025-07-22_12:00,Hubei,0,0,1,0,6999.58
Hubei-Ev,2025-07-22_16:00,Hubei,0,0,1,0.019305,6825.3
Hubei-Ev,2025-07-22_20:00,Hubei,0,0,1,0.014391,5542.54
Hubei-Ev,2025-08-19_00:00,Hubei,1,549.618,0,0,7605.75
Hubei-Ev,2025-08-19_04:00,Hubei,1,102.933,0,0,7996.9
Hubei-Ev,2025-08-19_08:00,Hubei,1,2.57332,0,0,7484.1
Hubei-Ev,2025-08-19_12:00,Hubei,0,0,1,0,6752.48
Hubei-Ev,2025-08-19_16:00,Hubei,0,0,1,0.019305,6055.63
Hubei-Ev,2025-08-19_20:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-09-20_00:00,Hubei,1,630.287,0,0,7931.3
Hubei-Ev,2025-09-20_04:00,Hubei,1,102.933,0,0,8293.94
Hubei-Ev,2025-09-20_08:00,Hubei,1,2.57332,0,0,7519.85
Hubei-Ev,2025-09-20_12:00,Hubei,1,373.132,0,0,7962.26
Hubei-Ev,2025-09-20_16:00,Hubei,0,0,1,0,6568.71
Hubei-Ev,2025-09-20_20:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-10-26_00:00,Hubei,1,592.104,0,0,7773.54
Hubei-Ev,2025-10-26_04:00,Hubei,1,102.933,0,0,8145.68
Hubei-Ev,2025-10-26_08:00,Hubei,1,2.57332,0,0,5542.54
Hubei-Ev,2025-10-26_12:00,Hubei,1,366.725,0,0,5716.74
Hubei-Ev,2025-10-26_16:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-10-26_20:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-11-19_00:00,Hubei,1,718.447,0,0,8272.64
Hubei-Ev,2025-11-19_04:00,Hubei,0,0,1,0,8225.14
Hubei-Ev,2025-11-19_08:00,Hubei,0,0,1,0,6918.68
Hubei-Ev,2025-11-19_12:00,Hubei,0,0,1,0,6065.13
Hubei-Ev,2025-11-19_16:00,Hubei,1,0,0,0,5542.54
Hubei-Ev,2025-11-19_20:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-12-16_00:00,Hubei,1,694.277,0,0,8155.46
Hubei-Ev,2025-12-16_04:00,Hubei,1,0,0,0,8155.46
Hubei-Ev,2025-12-16_08:00,Hubei,0,0,1,0,5542.54
Hubei-Ev,2025-12-16_12:00,Hubei,1,272.543,0,0,6578.21
Hubei-Ev,2025-12-16_16:00,Hubei,0,0,1,0,6055.63
Hubei-Ev,2025-12-16_20:00,Hubei,0,0,1,0,5542.54
Hunan-Ev,2025-01-22_00:00,Hunan,1,6.11353,0,0,5081.87
Hunan-Ev,2025-01-22_04:00,Hunan,1,94.3777,0,0,5418.73
Hunan-Ev,2025-01-22_08:00,Hunan,1,2.35944,0,0,5427.7
Hunan-Ev,2025-01-22_12:00,Hunan,1,26.6798,0,0,5081.87
Hunan-Ev,2025-01-22_16:00,Hunan,1,336.244,0,0,5081.87
Hunan-Ev,2025-01-22_20:00,Hunan,1,309.498,0,0,5081.87
Hunan-Ev,2025-02-08_00:00,Hunan,1,259.443,0,0,6044.53
Hunan-Ev,2025-02-08_04:00,Hunan,1,0,0,0,6040.17
Hunan-Ev,2025-02-08_08:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-02-08_12:00,Hunan,1,117.686,0,0,5081.87
Hunan-Ev,2025-02-08_16:00,Hunan,1,84.0611,0,0,5081.87
Hunan-Ev,2025-02-08_20:00,Hunan,1,309.498,0,0,5081.87
Hunan-Ev,2025-03-21_00:00,Hunan,1,501.692,0,0,6953.46
Hunan-Ev,2025-03-21_04:00,Hunan,0,0,1,0,6918.61
Hunan-Ev,2025-03-21_08:00,Hunan,0,0,1,0,6918.61
Hunan-Ev,2025-03-21_12:00,Hunan,0,0,1,0,6359.6
Hunan-Ev,2025-03-21_16:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-03-21_20:00,Hunan,1,185.699,0,0,5081.87
Hunan-Ev,2025-04-11_00:00,Hunan,1,1175.18,0,0,9512.72
Hunan-Ev,2025-04-11_04:00,Hunan,1,94.3777,0,0,9845.22
Hunan-Ev,2025-04-11_08:00,Hunan,0,0,1,0,7449.48
Hunan-Ev,2025-04-11_12:00,Hunan,1,342.119,0,0,7855.13
Hunan-Ev,2025-04-11_16:00,Hunan,1,0,0,0,6257.96
Hunan-Ev,2025-04-11_20:00,Hunan,1,0,0,0,5081.87
Hunan-Ev,2025-05-22_00:00,Hunan,1,913.142,0,0,8522.77
Hunan-Ev,2025-05-22_04:00,Hunan,1,94.3777,0,0,8863.99
Hunan-Ev,2025-05-22_08:00,Hunan,1,2.35944,0,0,7195.93
Hunan-Ev,2025-05-22_12:00,Hunan,1,0,0,0,6636.93
Hunan-Ev,2025-05-22_16:00,Hunan,1,0,0,0,5199.48
Hunan-Ev,2025-05-22_20:00,Hunan,1,0,0,0,5081.87
Hunan-Ev,2025-06-16_00:00,Hunan,1,1264.67,0,0,9881.81
Hunan-Ev,2025-06-16_04:00,Hunan,0,0,1,0,9873.1
Hunan-Ev,2025-06-16_08:00,Hunan,1,2.35944,0,0,7965.47
Hunan-Ev,2025-06-16_12:00,Hunan,0,0,1,0,7182.87
Hunan-Ev,2025-06-16_16:00,Hunan,1,0,0,0,5905.14
Hunan-Ev,2025-06-16_20:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-07-22_00:00,Hunan,1,176.528,0,0,5694.6
Hunan-Ev,2025-07-22_04:00,Hunan,1,94.3777,0,0,6040.17
Hunan-Ev,2025-07-22_08:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-07-22_12:00,Hunan,1,342.119,0,0,5711.12
Hunan-Ev,2025-07-22_16:00,Hunan,1,254.715,0,0,5081.87
Hunan-Ev,2025-07-22_20:00,Hunan,1,154.749,0,0,5081.87
Hunan-Ev,2025-08-19_00:00,Hunan,1,336.177,0,0,6301.27
Hunan-Ev,2025-08-19_04:00,Hunan,0,0,1,0,6270.78
