GEN_TPS_1,GEN_TPS_2,StartupGenCapacity
Anhui-Central_PV-2022,2025.12.16.08,10427.199999999999
Anhui-Central_PV-2022,2025.12.16.12,0.0
Anhui-Central_PV-2022,2025.12.16.16,0.0
Anhui-Central_PV-2022,2025.12.16.20,0.0
Anhui-Coal-2022,2025.01.22.00,0.0
Anhui-Coal-2022,2025.01.22.04,0.0
Anhui-Coal-2022,2025.01.22.08,14942.911245494695
Anhui-Coal-2022,2025.01.22.12,0.0
Anhui-Coal-2022,2025.01.22.16,0.0
Anhui-Coal-2022,2025.01.22.20,4137.522506476911
Anhui-Coal-2022,2025.02.08.00,10111.075454959137
Anhui-Coal-2022,2025.02.08.04,0.0
Anhui-Coal-2022,2025.02.08.08,0.0
Anhui-Coal-2022,2025.02.08.12,30351.62080959181
Anhui-Coal-2022,2025.02.08.16,0.0
Anhui-Coal-2022,2025.02.08.20,0.0
Anhui-Coal-2022,2025.03.21.00,0.0
Anhui-Coal-2022,2025.03.21.04,0.0
Anhui-Coal-2022,2025.03.21.08,19052.95361411292
Anhui-Coal-2022,2025.03.21.12,0.0
Anhui-Coal-2022,2025.03.21.16,14336.693604989385
Anhui-Coal-2022,2025.03.21.20,0.0
Anhui-Coal-2022,2025.04.11.00,0.0
Anhui-Coal-2022,2025.04.11.04,0.0
Anhui-Coal-2022,2025.04.11.08,13009.79281846917
Anhui-Coal-2022,2025.04.11.12,0.0
Anhui-Coal-2022,2025.04.11.16,7748.115061147055
Anhui-Coal-2022,2025.04.11.20,0.0
Anhui-Coal-2022,2025.05.22.00,18254.14230619563
Anhui-Coal-2022,2025.05.22.04,0.0
Anhui-Coal-2022,2025.05.22.08,0.0
Anhui-Coal-2022,2025.05.22.12,20040.1215764885
Anhui-Coal-2022,2025.05.22.16,9006.744689374165
Anhui-Coal-2022,2025.05.22.20,0.0
Anhui-Coal-2022,2025.06.16.00,12046.648001572525
Anhui-Coal-2022,2025.06.16.04,0.0
Anhui-Coal-2022,2025.06.16.08,0.0
Anhui-Coal-2022,2025.06.16.12,19595.20437216562
Anhui-Coal-2022,2025.06.16.16,0.0
Anhui-Coal-2022,2025.06.16.20,0.0
Anhui-Coal-2022,2025.07.22.00,0.0
Anhui-Coal-2022,2025.07.22.04,0.0
Anhui-Coal-2022,2025.07.22.08,0.0
Anhui-Coal-2022,2025.07.22.12,21412.982210954207
Anhui-Coal-2022,2025.07.22.16,0.0
Anhui-Coal-2022,2025.07.22.20,13417.828355480342
Anhui-Coal-2022,2025.08.19.00,0.0
Anhui-Coal-2022,2025.08.19.04,3551.0839811693077
Anhui-Coal-2022,2025.08.19.08,0.0
Anhui-Coal-2022,2025.08.19.12,5889.913064358916
Anhui-Coal-2022,2025.08.19.16,8086.60132343608
Anhui-Coal-2022,2025.08.19.20,1145.6286866428054
Anhui-Coal-2022,2025.09.20.00,12365.462048655718
Anhui-Coal-2022,2025.09.20.04,0.0
Anhui-Coal-2022,2025.09.20.08,0.0
Anhui-Coal-2022,2025.09.20.12,17072.034782207826
Anhui-Coal-2022,2025.09.20.16,0.0
Anhui-Coal-2022,2025.09.20.20,5872.126930876657
Anhui-Coal-2022,2025.10.26.00,15215.141069952784
Anhui-Coal-2022,2025.10.26.04,0.0
Anhui-Coal-2022,2025.10.26.08,0.0
Anhui-Coal-2022,2025.10.26.12,13105.766337220619
Anhui-Coal-2022,2025.10.26.16,6294.006383144821
Anhui-Coal-2022,2025.10.26.20,0.0
Anhui-Coal-2022,2025.11.19.00,0.0
Anhui-Coal-2022,2025.11.19.04,0.0
Anhui-Coal-2022,2025.11.19.08,0.0
Anhui-Coal-2022,2025.11.19.12,20645.415370963994
Anhui-Coal-2022,2025.11.19.16,0.0
Anhui-Coal-2022,2025.11.19.20,0.0
Anhui-Coal-2022,2025.12.16.00,0.0
Anhui-Coal-2022,2025.12.16.04,0.0
Anhui-Coal-2022,2025.12.16.08,13400.369103820587
Anhui-Coal-2022,2025.12.16.12,0.0
Anhui-Coal-2022,2025.12.16.16,19026.456228286374
Anhui-Coal-2022,2025.12.16.20,0.0
Anhui-Gas-2022,2025.01.22.00,0.0
Anhui-Gas-2022,2025.01.22.04,0.0
Anhui-Gas-2022,2025.01.22.08,0.0
Anhui-Gas-2022,2025.01.22.12,0.0
Anhui-Gas-2022,2025.01.22.16,0.0
Anhui-Gas-2022,2025.01.22.20,0.0
Anhui-Gas-2022,2025.02.08.00,0.0
Anhui-Gas-2022,2025.02.08.04,0.0
Anhui-Gas-2022,2025.02.08.08,0.0
Anhui-Gas-2022,2025.02.08.12,0.0
Anhui-Gas-2022,2025.02.08.16,0.0
Anhui-Gas-2022,2025.02.08.20,0.0
Anhui-Gas-2022,2025.03.21.00,0.0
Anhui-Gas-2022,2025.03.21.04,0.0
Anhui-Gas-2022,2025.03.21.08,0.0
Anhui-Gas-2022,2025.03.21.12,0.0
Anhui-Gas-2022,2025.03.21.16,0.0
Anhui-Gas-2022,2025.03.21.20,0.0
Anhui-Gas-2022,2025.04.11.00,0.0
Anhui-Gas-2022,2025.04.11.04,0.0
Anhui-Gas-2022,2025.04.11.08,0.0
Anhui-Gas-2022,2025.04.11.12,0.0
Anhui-Gas-2022,2025.04.11.16,0.0
Anhui-Gas-2022,2025.04.11.20,0.0
Anhui-Gas-2022,2025.05.22.00,0.0
Anhui-Gas-2022,2025.05.22.04,0.0
Anhui-Gas-2022,2025.05.22.08,0.0
Anhui-Gas-2022,2025.05.22.12,0.0
Anhui-Gas-2022,2025.05.22.16,0.0
Anhui-Gas-2022,2025.05.22.20,0.0
Anhui-Gas-2022,2025.06.16.00,0.0
Anhui-Gas-2022,2025.06.16.04,0.0
Anhui-Gas-2022,2025.06.16.08,0.0
Anhui-Gas-2022,2025.06.16.12,0.0
Anhui-Gas-2022,2025.06.16.16,0.0
Anhui-Gas-2022,2025.06.16.20,0.0
Anhui-Gas-2022,2025.07.22.00,0.0
Anhui-Gas-2022,2025.07.22.04,0.0
Anhui-Gas-2022,2025.07.22.08,0.0
Anhui-Gas-2022,2025.07.22.12,0.0
Anhui-Gas-2022,2025.07.22.16,0.0
Anhui-Gas-2022,2025.07.22.20,0.0
Anhui-Gas-2022,2025.08.19.00,0.0
Anhui-Gas-2022,2025.08.19.04,0.0
Anhui-Gas-2022,2025.08.19.08,0.0
Anhui-Gas-2022,2025.08.19.12,0.0
Anhui-Gas-2022,2025.08.19.16,0.0
Anhui-Gas-2022,2025.08.19.20,0.0
Anhui-Gas-2022,2025.09.20.00,0.0
Anhui-Gas-2022,2025.09.20.04,0.0
Anhui-Gas-2022,2025.09.20.08,0.0
Anhui-Gas-2022,2025.09.20.12,0.0
Anhui-Gas-2022,2025.09.20.16,0.0
Anhui-Gas-2022,2025.09.20.20,0.0
Anhui-Gas-2022,2025.10.26.00,0.0
Anhui-Gas-2022,2025.10.26.04,0.0
Anhui-Gas-2022,2025.10.26.08,0.0
Anhui-Gas-2022,2025.10.26.12,0.0
Anhui-Gas-2022,2025.10.26.16,0.0
Anhui-Gas-2022,2025.10.26.20,0.0
Anhui-Gas-2022,2025.11.19.00,0.0
Anhui-Gas-2022,2025.11.19.04,0.0
Anhui-Gas-2022,2025.11.19.08,0.0
Anhui-Gas-2022,2025.11.19.12,0.0
Anhui-Gas-2022,2025.11.19.16,0.0
Anhui-Gas-2022,2025.11.19.20,0.0
Anhui-Gas-2022,2025.12.16.00,0.0
Anhui-Gas-2022,2025.12.16.04,0.0
Anhui-Gas-2022,2025.12.16.08,0.0
Anhui-Gas-2022,2025.12.16.12,0.0
Anhui-Gas-2022,2025.12.16.16,0.0
Anhui-Gas-2022,2025.12.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,0.0
Anhui-PV-2022,2025.01.22.00,0.0
Anhui-PV-2022,2025.01.22.04,0.0
Anhui-PV-2022,2025.01.22.08,10682.0
Anhui-PV-2022,2025.01.22.12,0.0
Anhui-PV-2022,2025.01.22.16,0.0
Anhui-PV-2022,2025.01.22.20,0.0
Anhui-PV-2022,2025.02.08.00,0.0
Anhui-PV-2022,2025.02.08.04,0.0
Anhui-PV-2022,2025.02.08.08,10682.0
Anhui-PV-2022,2025.02.08.12,0.0
Anhui-PV-2022,2025.02.08.16,0.0
Anhui-PV-2022,2025.02.08.20,0.0
Anhui-PV-2022,2025.03.21.00,0.0
Anhui-PV-2022,2025.03.21.04,0.0
Anhui-PV-2022,2025.03.21.08,10682.0
Anhui-PV-2022,2025.03.21.12,0.0
Anhui-PV-2022,2025.03.21.16,0.0
Anhui-PV-2022,2025.03.21.20,0.0
Anhui-PV-2022,2025.04.11.00,0.0
Anhui-PV-2022,2025.04.11.04,0.0
Anhui-PV-2022,2025.04.11.08,10682.0
Anhui-PV-2022,2025.04.11.12,0.0
Anhui-PV-2022,2025.04.11.16,0.0
Anhui-PV-2022,2025.04.11.20,0.0
Anhui-PV-2022,2025.05.22.00,0.0
Anhui-PV-2022,2025.05.22.04,0.0
Anhui-PV-2022,2025.05.22.08,10682.0
Anhui-PV-2022,2025.05.22.12,0.0
Anhui-PV-2022,2025.05.22.16,0.0
Anhui-PV-2022,2025.05.22.20,0.0
Anhui-PV-2022,2025.06.16.00,0.0
Anhui-PV-2022,2025.06.16.04,0.0
Anhui-PV-2022,2025.06.16.08,10682.0
Anhui-PV-2022,2025.06.16.12,0.0
Anhui-PV-2022,2025.06.16.16,0.0
Anhui-PV-2022,2025.06.16.20,0.0
Anhui-PV-2022,2025.07.22.00,0.0
Anhui-PV-2022,2025.07.22.04,0.0
Anhui-PV-2022,2025.07.22.08,10682.0
Anhui-PV-2022,2025.07.22.12,0.0
Anhui-PV-2022,2025.07.22.16,0.0
Anhui-PV-2022,2025.07.22.20,0.0
Anhui-PV-2022,2025.08.19.00,0.0
Anhui-PV-2022,2025.08.19.04,0.0
Anhui-PV-2022,2025.08.19.08,10682.0
Anhui-PV-2022,2025.08.19.12,0.0
Anhui-PV-2022,2025.08.19.16,0.0
Anhui-PV-2022,2025.08.19.20,0.0
Anhui-PV-2022,2025.09.20.00,0.0
Anhui-PV-2022,2025.09.20.04,0.0
Anhui-PV-2022,2025.09.20.08,10682.0
Anhui-PV-2022,2025.09.20.12,0.0
Anhui-PV-2022,2025.09.20.16,0.0
Anhui-PV-2022,2025.09.20.20,0.0
Anhui-PV-2022,2025.10.26.00,0.0
Anhui-PV-2022,2025.10.26.04,0.0
Anhui-PV-2022,2025.10.26.08,10682.0
Anhui-PV-2022,2025.10.26.12,0.0
Anhui-PV-2022,2025.10.26.16,0.0
Anhui-PV-2022,2025.10.26.20,0.0
Anhui-PV-2022,2025.11.19.00,0.0
Anhui-PV-2022,2025.11.19.04,0.0
Anhui-PV-2022,2025.11.19.08,10682.0
Anhui-PV-2022,2025.11.19.12,0.0
Anhui-PV-2022,2025.11.19.16,0.0
Anhui-PV-2022,2025.11.19.20,0.0
Anhui-PV-2022,2025.12.16.00,0.0
Anhui-PV-2022,2025.12.16.04,0.0
Anhui-PV-2022,2025.12.16.08,10682.0
Anhui-PV-2022,2025.12.16.12,0.0
Anhui-PV-2022,2025.12.16.16,0.0
Anhui-PV-2022,2025.12.16.20,0.0
Anhui-Wind-2022,2025.01.22.00,0.0
Anhui-Wind-2022,2025.01.22.04,0.0
Anhui-Wind-2022,2025.01.22.08,0.0
Anhui-Wind-2022,2025.01.22.12,0.0
Anhui-Wind-2022,2025.01.22.16,0.0
Anhui-Wind-2022,2025.01.22.20,0.0
Anhui-Wind-2022,2025.02.08.00,0.0
Anhui-Wind-2022,2025.02.08.04,0.0
Anhui-Wind-2022,2025.02.08.08,0.0
Anhui-Wind-2022,2025.02.08.12,0.0
Anhui-Wind-2022,2025.02.08.16,0.0
Anhui-Wind-2022,2025.02.08.20,0.0
Anhui-Wind-2022,2025.03.21.00,0.0
Anhui-Wind-2022,2025.03.21.04,0.0
Anhui-Wind-2022,2025.03.21.08,0.0
Anhui-Wind-2022,2025.03.21.12,0.0
Anhui-Wind-2022,2025.03.21.16,0.0
Anhui-Wind-2022,2025.03.21.20,0.0
Anhui-Wind-2022,2025.04.11.00,0.0
Anhui-Wind-2022,2025.04.11.04,0.0
Anhui-Wind-2022,2025.04.11.08,0.0
Anhui-Wind-2022,2025.04.11.12,0.0
Anhui-Wind-2022,2025.04.11.16,0.0
Anhui-Wind-2022,2025.04.11.20,0.0
Anhui-Wind-2022,2025.05.22.00,0.0
Anhui-Wind-2022,2025.05.22.04,0.0
Anhui-Wind-2022,2025.05.22.08,0.0
Anhui-Wind-2022,2025.05.22.12,0.0
Anhui-Wind-2022,2025.05.22.16,0.0
Anhui-Wind-2022,2025.05.22.20,0.0
Anhui-Wind-2022,2025.06.16.00,0.0
Anhui-Wind-2022,2025.06.16.04,0.0
Anhui-Wind-2022,2025.06.16.08,0.0
Anhui-Wind-2022,2025.06.16.12,0.0
Anhui-Wind-2022,2025.06.16.16,0.0
Anhui-Wind-2022,2025.06.16.20,0.0
Anhui-Wind-2022,2025.07.22.00,0.0
Anhui-Wind-2022,2025.07.22.04,0.0
Anhui-Wind-2022,2025.07.22.08,0.0
Anhui-Wind-2022,2025.07.22.12,0.0
Anhui-Wind-2022,2025.07.22.16,0.0
Anhui-Wind-2022,2025.07.22.20,0.0
Anhui-Wind-2022,2025.08.19.00,0.0
Anhui-Wind-2022,2025.08.19.04,0.0
Anhui-Wind-2022,2025.08.19.08,0.0
Anhui-Wind-2022,2025.08.19.12,0.0
Anhui-Wind-2022,2025.08.19.16,0.0
Anhui-Wind-2022,2025.08.19.20,0.0
Anhui-Wind-2022,2025.09.20.00,0.0
Anhui-Wind-2022,2025.09.20.04,0.0
Anhui-Wind-2022,2025.09.20.08,0.0
Anhui-Wind-2022,2025.09.20.12,0.0
Anhui-Wind-2022,2025.09.20.16,0.0
Anhui-Wind-2022,2025.09.20.20,0.0
Anhui-Wind-2022,2025.10.26.00,0.0
Anhui-Wind-2022,2025.10.26.04,0.0
Anhui-Wind-2022,2025.10.26.08,0.0
Anhui-Wind-2022,2025.10.26.12,0.0
Anhui-Wind-2022,2025.10.26.16,0.0
Anhui-Wind-2022,2025.10.26.20,0.0
Anhui-Wind-2022,2025.11.19.00,0.0
Anhui-Wind-2022,2025.11.19.04,0.0
Anhui-Wind-2022,2025.11.19.08,0.0
Anhui-Wind-2022,2025.11.19.12,0.0
Anhui-Wind-2022,2025.11.19.16,0.0
Anhui-Wind-2022,2025.11.19.20,0.0
Anhui-Wind-2022,2025.12.16.00,0.0
Anhui-Wind-2022,2025.12.16.04,0.0
Anhui-Wind-2022,2025.12.16.08,0.0
Anhui-Wind-2022,2025.12.16.12,0.0
Anhui-Wind-2022,2025.12.16.16,0.0
Anhui-Wind-2022,2025.12.16.20,0.0
Beijing-Central_PV-2022,2025.01.22.00,0.0
Beijing-Central_PV-2022,2025.01.22.04,0.0
Beijing-Central_PV-2022,2025.01.22.08,49.0
Beijing-Central_PV-2022,2025.01.22.12,0.0
Beijing-Central_PV-2022,2025.01.22.16,0.0
Beijing-Central_PV-2022,2025.01.22.20,0.0
Beijing-Central_PV-2022,2025.02.08.00,0.0
Beijing-Central_PV-2022,2025.02.08.04,0.0
Beijing-Central_PV-2022,2025.02.08.08,49.0
Beijing-Central_PV-2022,2025.02.08.12,0.0
Beijing-Central_PV-2022,2025.02.08.16,0.0
Beijing-Central_PV-2022,2025.02.08.20,0.0
Beijing-Central_PV-2022,2025.03.21.00,0.0
Beijing-Central_PV-2022,2025.03.21.04,0.0
Beijing-Central_PV-2022,2025.03.21.08,49.0
Beijing-Central_PV-2022,2025.03.21.12,0.0
Beijing-Central_PV-2022,2025.03.21.16,0.0
Beijing-Central_PV-2022,2025.03.21.20,0.0
Beijing-Central_PV-2022,2025.04.11.00,0.0
Beijing-Central_PV-2022,2025.04.11.04,0.0
Beijing-Central_PV-2022,2025.04.11.08,49.0
Beijing-Central_PV-2022,2025.04.11.12,0.0
Beijing-Central_PV-2022,2025.04.11.16,0.0
Beijing-Central_PV-2022,2025.04.11.20,0.0
Beijing-Central_PV-2022,2025.05.22.00,0.0
Beijing-Central_PV-2022,2025.05.22.04,0.0
Beijing-Central_PV-2022,2025.05.22.08,49.0
Beijing-Central_PV-2022,2025.05.22.12,0.0
Beijing-Central_PV-2022,2025.05.22.16,0.0
Beijing-Central_PV-2022,2025.05.22.20,0.0
Beijing-Central_PV-2022,2025.06.16.00,0.0
Beijing-Central_PV-2022,2025.06.16.04,0.0
Beijing-Central_PV-2022,2025.06.16.08,49.0
Beijing-Central_PV-2022,2025.06.16.12,0.0
Beijing-Central_PV-2022,2025.06.16.16,0.0
Beijing-Central_PV-2022,2025.06.16.20,0.0
Beijing-Central_PV-2022,2025.07.22.00,0.0
Beijing-Central_PV-2022,2025.07.22.04,0.0
Beijing-Central_PV-2022,2025.07.22.08,49.0
Beijing-Central_PV-2022,2025.07.22.12,0.0
Beijing-Central_PV-2022,2025.07.22.16,0.0
Beijing-Central_PV-2022,2025.07.22.20,0.0
Beijing-Central_PV-2022,2025.08.19.00,0.0
Beijing-Central_PV-2022,2025.08.19.04,0.0
Beijing-Central_PV-2022,2025.08.19.08,49.0
Beijing-Central_PV-2022,2025.08.19.12,0.0
Beijing-Central_PV-2022,2025.08.19.16,0.0
Beijing-Central_PV-2022,2025.08.19.20,0.0
Beijing-Central_PV-2022,2025.09.20.00,0.0
Beijing-Central_PV-2022,2025.09.20.04,0.0
Beijing-Central_PV-2022,2025.09.20.08,49.0
Beijing-Central_PV-2022,2025.09.20.12,0.0
Beijing-Central_PV-2022,2025.09.20.16,0.0
Beijing-Central_PV-2022,2025.09.20.20,0.0
Beijing-Central_PV-2022,2025.10.26.00,0.0
Beijing-Central_PV-2022,2025.10.26.04,0.0
Beijing-Central_PV-2022,2025.10.26.08,49.0
Beijing-Central_PV-2022,2025.10.26.12,0.0
Beijing-Central_PV-2022,2025.10.26.16,0.0
Beijing-Central_PV-2022,2025.10.26.20,0.0
Beijing-Central_PV-2022,2025.11.19.00,0.0
Beijing-Central_PV-2022,2025.11.19.04,0.0
Beijing-Central_PV-2022,2025.11.19.08,49.0
Beijing-Central_PV-2022,2025.11.19.12,0.0
Beijing-Central_PV-2022,2025.11.19.16,0.0
Beijing-Central_PV-2022,2025.11.19.20,0.0
Beijing-Central_PV-2022,2025.12.16.00,0.0
Beijing-Central_PV-2022,2025.12.16.04,0.0
Beijing-Central_PV-2022,2025.12.16.08,49.0
Beijing-Central_PV-2022,2025.12.16.12,0.0
Beijing-Central_PV-2022,2025.12.16.16,0.0
Beijing-Central_PV-2022,2025.12.16.20,0.0
Beijing-Coal-2022,2025.01.22.00,0.0
Beijing-Coal-2022,2025.01.22.04,0.0
Beijing-Coal-2022,2025.01.22.08,0.0
Beijing-Coal-2022,2025.01.22.12,0.0
Beijing-Coal-2022,2025.01.22.16,0.0
Beijing-Coal-2022,2025.01.22.20,0.0
Beijing-Coal-2022,2025.02.08.00,0.0
Beijing-Coal-2022,2025.02.08.04,0.0
Beijing-Coal-2022,2025.02.08.08,0.0
Beijing-Coal-2022,2025.02.08.12,0.0
Beijing-Coal-2022,2025.02.08.16,0.0
Beijing-Coal-2022,2025.02.08.20,0.0
Beijing-Coal-2022,2025.03.21.00,0.0
Beijing-Coal-2022,2025.03.21.04,0.0
