GEN_TPS_1,GEN_TPS_2,ShutdownGenCapacity
Anhui-Central_PV-2022,2025.12.16.08,0.0
Anhui-Central_PV-2022,2025.12.16.12,0.0
Anhui-Central_PV-2022,2025.12.16.16,0.0
Anhui-Central_PV-2022,2025.12.16.20,10427.199999999999
Anhui-Coal-2022,2025.01.22.00,0.0
Anhui-Coal-2022,2025.01.22.04,14942.911245494695
Anhui-Coal-2022,2025.01.22.08,0.0
Anhui-Coal-2022,2025.01.22.12,0.0
Anhui-Coal-2022,2025.01.22.16,4137.522506476911
Anhui-Coal-2022,2025.01.22.20,0.0
Anhui-Coal-2022,2025.02.08.00,0.0
Anhui-Coal-2022,2025.02.08.04,1475.3152499340868
Anhui-Coal-2022,2025.02.08.08,28876.30555965772
Anhui-Coal-2022,2025.02.08.12,0.0
Anhui-Coal-2022,2025.02.08.16,0.0
Anhui-Coal-2022,2025.02.08.20,10111.075454959137
Anhui-Coal-2022,2025.03.21.00,4414.395168299365
Anhui-Coal-2022,2025.03.21.04,3563.382628047606
Anhui-Coal-2022,2025.03.21.08,0.0
Anhui-Coal-2022,2025.03.21.12,18169.41878295529
Anhui-Coal-2022,2025.03.21.16,0.0
Anhui-Coal-2022,2025.03.21.20,7242.450639800045
Anhui-Coal-2022,2025.04.11.00,5761.230564847865
Anhui-Coal-2022,2025.04.11.04,5487.435948483886
Anhui-Coal-2022,2025.04.11.08,0.0
Anhui-Coal-2022,2025.04.11.12,8735.5480742068
Anhui-Coal-2022,2025.04.11.16,0.0
Anhui-Coal-2022,2025.04.11.20,773.6932920776744
Anhui-Coal-2022,2025.05.22.00,0.0
Anhui-Coal-2022,2025.05.22.04,15495.876321048927
Anhui-Coal-2022,2025.05.22.08,10497.206540065396
Anhui-Coal-2022,2025.05.22.12,0.0
Anhui-Coal-2022,2025.05.22.16,0.0
Anhui-Coal-2022,2025.05.22.20,21307.92571094397
Anhui-Coal-2022,2025.06.16.00,0.0
Anhui-Coal-2022,2025.06.16.04,4597.206454149244
Anhui-Coal-2022,2025.06.16.08,14997.997918016375
Anhui-Coal-2022,2025.06.16.12,0.0
Anhui-Coal-2022,2025.06.16.16,0.0
Anhui-Coal-2022,2025.06.16.20,12046.648001572525
Anhui-Coal-2022,2025.07.22.00,0.0
Anhui-Coal-2022,2025.07.22.04,0.0
Anhui-Coal-2022,2025.07.22.08,21412.982210954207
Anhui-Coal-2022,2025.07.22.12,0.0
Anhui-Coal-2022,2025.07.22.16,13417.828355480342
Anhui-Coal-2022,2025.07.22.20,0.0
Anhui-Coal-2022,2025.08.19.00,10321.974310433136
Anhui-Coal-2022,2025.08.19.04,0.0
Anhui-Coal-2022,2025.08.19.08,8351.252745173973
Anhui-Coal-2022,2025.08.19.12,0.0
Anhui-Coal-2022,2025.08.19.16,0.0
Anhui-Coal-2022,2025.08.19.20,0.0
Anhui-Coal-2022,2025.09.20.00,0.0
Anhui-Coal-2022,2025.09.20.04,5111.42265912213
Anhui-Coal-2022,2025.09.20.08,11960.612123085695
Anhui-Coal-2022,2025.09.20.12,0.0
Anhui-Coal-2022,2025.09.20.16,18237.588979532375
Anhui-Coal-2022,2025.09.20.20,0.0
Anhui-Coal-2022,2025.10.26.00,0.0
Anhui-Coal-2022,2025.10.26.04,10133.971161457783
Anhui-Coal-2022,2025.10.26.08,9265.801558907657
Anhui-Coal-2022,2025.10.26.12,0.0
Anhui-Coal-2022,2025.10.26.16,0.0
Anhui-Coal-2022,2025.10.26.20,15215.141069952784
Anhui-Coal-2022,2025.11.19.00,3111.1497132879304
Anhui-Coal-2022,2025.11.19.04,6277.130589356282
Anhui-Coal-2022,2025.11.19.08,940.0683177454193
Anhui-Coal-2022,2025.11.19.12,0.0
Anhui-Coal-2022,2025.11.19.16,2099.3633055220052
Anhui-Coal-2022,2025.11.19.20,8217.703445052357
Anhui-Coal-2022,2025.12.16.00,7867.2944442336375
Anhui-Coal-2022,2025.12.16.04,5533.07465958695
Anhui-Coal-2022,2025.12.16.08,0.0
Anhui-Coal-2022,2025.12.16.12,19026.456228286374
Anhui-Coal-2022,2025.12.16.16,0.0
Anhui-Coal-2022,2025.12.16.20,0.0
Anhui-Gas-2022,2025.01.22.00,0.0
Anhui-Gas-2022,2025.01.22.04,0.0
Anhui-Gas-2022,2025.01.22.08,0.0
Anhui-Gas-2022,2025.01.22.12,0.0
Anhui-Gas-2022,2025.01.22.16,0.0
Anhui-Gas-2022,2025.01.22.20,0.0
Anhui-Gas-2022,2025.02.08.00,0.0
Anhui-Gas-2022,2025.02.08.04,0.0
Anhui-Gas-2022,2025.02.08.08,0.0
Anhui-Gas-2022,2025.02.08.12,0.0
Anhui-Gas-2022,2025.02.08.16,0.0
Anhui-Gas-2022,2025.02.08.20,0.0
Anhui-Gas-2022,2025.03.21.00,0.0
Anhui-Gas-2022,2025.03.21.04,0.0
Anhui-Gas-2022,2025.03.21.08,0.0
Anhui-Gas-2022,2025.03.21.12,0.0
Anhui-Gas-2022,2025.03.21.16,0.0
Anhui-Gas-2022,2025.03.21.20,0.0
Anhui-Gas-2022,2025.04.11.00,0.0
Anhui-Gas-2022,2025.04.11.04,0.0
Anhui-Gas-2022,2025.04.11.08,0.0
Anhui-Gas-2022,2025.04.11.12,0.0
Anhui-Gas-2022,2025.04.11.16,0.0
Anhui-Gas-2022,2025.04.11.20,0.0
Anhui-Gas-2022,2025.05.22.00,0.0
Anhui-Gas-2022,2025.05.22.04,0.0
Anhui-Gas-2022,2025.05.22.08,0.0
Anhui-Gas-2022,2025.05.22.12,0.0
Anhui-Gas-2022,2025.05.22.16,0.0
Anhui-Gas-2022,2025.05.22.20,0.0
Anhui-Gas-2022,2025.06.16.00,0.0
Anhui-Gas-2022,2025.06.16.04,0.0
Anhui-Gas-2022,2025.06.16.08,0.0
Anhui-Gas-2022,2025.06.16.12,0.0
Anhui-Gas-2022,2025.06.16.16,0.0
Anhui-Gas-2022,2025.06.16.20,0.0
Anhui-Gas-2022,2025.07.22.00,0.0
Anhui-Gas-2022,2025.07.22.04,0.0
Anhui-Gas-2022,2025.07.22.08,0.0
Anhui-Gas-2022,2025.07.22.12,0.0
Anhui-Gas-2022,2025.07.22.16,0.0
Anhui-Gas-2022,2025.07.22.20,0.0
Anhui-Gas-2022,2025.08.19.00,0.0
Anhui-Gas-2022,2025.08.19.04,0.0
Anhui-Gas-2022,2025.08.19.08,0.0
Anhui-Gas-2022,2025.08.19.12,0.0
Anhui-Gas-2022,2025.08.19.16,0.0
Anhui-Gas-2022,2025.08.19.20,0.0
Anhui-Gas-2022,2025.09.20.00,0.0
Anhui-Gas-2022,2025.09.20.04,0.0
Anhui-Gas-2022,2025.09.20.08,0.0
Anhui-Gas-2022,2025.09.20.12,0.0
Anhui-Gas-2022,2025.09.20.16,0.0
Anhui-Gas-2022,2025.09.20.20,0.0
Anhui-Gas-2022,2025.10.26.00,0.0
Anhui-Gas-2022,2025.10.26.04,0.0
Anhui-Gas-2022,2025.10.26.08,0.0
Anhui-Gas-2022,2025.10.26.12,0.0
Anhui-Gas-2022,2025.10.26.16,0.0
Anhui-Gas-2022,2025.10.26.20,0.0
Anhui-Gas-2022,2025.11.19.00,0.0
Anhui-Gas-2022,2025.11.19.04,0.0
Anhui-Gas-2022,2025.11.19.08,0.0
Anhui-Gas-2022,2025.11.19.12,0.0
Anhui-Gas-2022,2025.11.19.16,0.0
Anhui-Gas-2022,2025.11.19.20,0.0
Anhui-Gas-2022,2025.12.16.00,0.0
Anhui-Gas-2022,2025.12.16.04,0.0
Anhui-Gas-2022,2025.12.16.08,0.0
Anhui-Gas-2022,2025.12.16.12,0.0
Anhui-Gas-2022,2025.12.16.16,0.0
Anhui-Gas-2022,2025.12.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,0.0
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,0.0
Anhui-PV-2022,2025.01.22.00,0.0
Anhui-PV-2022,2025.01.22.04,0.0
Anhui-PV-2022,2025.01.22.08,0.0
Anhui-PV-2022,2025.01.22.12,0.0
Anhui-PV-2022,2025.01.22.16,0.0
Anhui-PV-2022,2025.01.22.20,10682.0
Anhui-PV-2022,2025.02.08.00,0.0
Anhui-PV-2022,2025.02.08.04,0.0
Anhui-PV-2022,2025.02.08.08,0.0
Anhui-PV-2022,2025.02.08.12,0.0
Anhui-PV-2022,2025.02.08.16,0.0
Anhui-PV-2022,2025.02.08.20,10682.0
Anhui-PV-2022,2025.03.21.00,0.0
Anhui-PV-2022,2025.03.21.04,0.0
Anhui-PV-2022,2025.03.21.08,0.0
Anhui-PV-2022,2025.03.21.12,0.0
Anhui-PV-2022,2025.03.21.16,0.0
Anhui-PV-2022,2025.03.21.20,10682.0
Anhui-PV-2022,2025.04.11.00,0.0
Anhui-PV-2022,2025.04.11.04,0.0
Anhui-PV-2022,2025.04.11.08,0.0
Anhui-PV-2022,2025.04.11.12,0.0
Anhui-PV-2022,2025.04.11.16,0.0
Anhui-PV-2022,2025.04.11.20,10682.0
Anhui-PV-2022,2025.05.22.00,0.0
Anhui-PV-2022,2025.05.22.04,0.0
Anhui-PV-2022,2025.05.22.08,0.0
Anhui-PV-2022,2025.05.22.12,0.0
Anhui-PV-2022,2025.05.22.16,0.0
Anhui-PV-2022,2025.05.22.20,10682.0
Anhui-PV-2022,2025.06.16.00,0.0
Anhui-PV-2022,2025.06.16.04,0.0
Anhui-PV-2022,2025.06.16.08,0.0
Anhui-PV-2022,2025.06.16.12,0.0
Anhui-PV-2022,2025.06.16.16,0.0
Anhui-PV-2022,2025.06.16.20,10682.0
Anhui-PV-2022,2025.07.22.00,0.0
Anhui-PV-2022,2025.07.22.04,0.0
Anhui-PV-2022,2025.07.22.08,0.0
Anhui-PV-2022,2025.07.22.12,0.0
Anhui-PV-2022,2025.07.22.16,0.0
Anhui-PV-2022,2025.07.22.20,10682.0
Anhui-PV-2022,2025.08.19.00,0.0
Anhui-PV-2022,2025.08.19.04,0.0
Anhui-PV-2022,2025.08.19.08,0.0
Anhui-PV-2022,2025.08.19.12,0.0
Anhui-PV-2022,2025.08.19.16,0.0
Anhui-PV-2022,2025.08.19.20,10682.0
Anhui-PV-2022,2025.09.20.00,0.0
Anhui-PV-2022,2025.09.20.04,0.0
Anhui-PV-2022,2025.09.20.08,0.0
Anhui-PV-2022,2025.09.20.12,0.0
Anhui-PV-2022,2025.09.20.16,0.0
Anhui-PV-2022,2025.09.20.20,10682.0
Anhui-PV-2022,2025.10.26.00,0.0
Anhui-PV-2022,2025.10.26.04,0.0
Anhui-PV-2022,2025.10.26.08,0.0
Anhui-PV-2022,2025.10.26.12,0.0
Anhui-PV-2022,2025.10.26.16,0.0
Anhui-PV-2022,2025.10.26.20,10682.0
Anhui-PV-2022,2025.11.19.00,0.0
Anhui-PV-2022,2025.11.19.04,0.0
Anhui-PV-2022,2025.11.19.08,0.0
Anhui-PV-2022,2025.11.19.12,0.0
Anhui-PV-2022,2025.11.19.16,0.0
Anhui-PV-2022,2025.11.19.20,10682.0
Anhui-PV-2022,2025.12.16.00,0.0
Anhui-PV-2022,2025.12.16.04,0.0
Anhui-PV-2022,2025.12.16.08,0.0
Anhui-PV-2022,2025.12.16.12,0.0
Anhui-PV-2022,2025.12.16.16,0.0
Anhui-PV-2022,2025.12.16.20,10682.0
Anhui-Wind-2022,2025.01.22.00,0.0
Anhui-Wind-2022,2025.01.22.04,0.0
Anhui-Wind-2022,2025.01.22.08,0.0
Anhui-Wind-2022,2025.01.22.12,0.0
Anhui-Wind-2022,2025.01.22.16,0.0
Anhui-Wind-2022,2025.01.22.20,0.0
Anhui-Wind-2022,2025.02.08.00,0.0
Anhui-Wind-2022,2025.02.08.04,0.0
Anhui-Wind-2022,2025.02.08.08,0.0
Anhui-Wind-2022,2025.02.08.12,0.0
Anhui-Wind-2022,2025.02.08.16,0.0
Anhui-Wind-2022,2025.02.08.20,0.0
Anhui-Wind-2022,2025.03.21.00,0.0
Anhui-Wind-2022,2025.03.21.04,0.0
Anhui-Wind-2022,2025.03.21.08,0.0
Anhui-Wind-2022,2025.03.21.12,0.0
Anhui-Wind-2022,2025.03.21.16,0.0
Anhui-Wind-2022,2025.03.21.20,0.0
Anhui-Wind-2022,2025.04.11.00,0.0
Anhui-Wind-2022,2025.04.11.04,0.0
Anhui-Wind-2022,2025.04.11.08,0.0
Anhui-Wind-2022,2025.04.11.12,0.0
Anhui-Wind-2022,2025.04.11.16,0.0
Anhui-Wind-2022,2025.04.11.20,0.0
Anhui-Wind-2022,2025.05.22.00,0.0
Anhui-Wind-2022,2025.05.22.04,0.0
Anhui-Wind-2022,2025.05.22.08,0.0
Anhui-Wind-2022,2025.05.22.12,0.0
Anhui-Wind-2022,2025.05.22.16,0.0
Anhui-Wind-2022,2025.05.22.20,0.0
Anhui-Wind-2022,2025.06.16.00,0.0
Anhui-Wind-2022,2025.06.16.04,0.0
Anhui-Wind-2022,2025.06.16.08,0.0
Anhui-Wind-2022,2025.06.16.12,0.0
Anhui-Wind-2022,2025.06.16.16,0.0
Anhui-Wind-2022,2025.06.16.20,0.0
Anhui-Wind-2022,2025.07.22.00,0.0
Anhui-Wind-2022,2025.07.22.04,0.0
Anhui-Wind-2022,2025.07.22.08,0.0
Anhui-Wind-2022,2025.07.22.12,0.0
Anhui-Wind-2022,2025.07.22.16,0.0
Anhui-Wind-2022,2025.07.22.20,0.0
Anhui-Wind-2022,2025.08.19.00,0.0
Anhui-Wind-2022,2025.08.19.04,0.0
Anhui-Wind-2022,2025.08.19.08,0.0
Anhui-Wind-2022,2025.08.19.12,0.0
Anhui-Wind-2022,2025.08.19.16,0.0
Anhui-Wind-2022,2025.08.19.20,0.0
Anhui-Wind-2022,2025.09.20.00,0.0
Anhui-Wind-2022,2025.09.20.04,0.0
Anhui-Wind-2022,2025.09.20.08,0.0
Anhui-Wind-2022,2025.09.20.12,0.0
Anhui-Wind-2022,2025.09.20.16,0.0
Anhui-Wind-2022,2025.09.20.20,0.0
Anhui-Wind-2022,2025.10.26.00,0.0
Anhui-Wind-2022,2025.10.26.04,0.0
Anhui-Wind-2022,2025.10.26.08,0.0
Anhui-Wind-2022,2025.10.26.12,0.0
Anhui-Wind-2022,2025.10.26.16,0.0
Anhui-Wind-2022,2025.10.26.20,0.0
Anhui-Wind-2022,2025.11.19.00,0.0
Anhui-Wind-2022,2025.11.19.04,0.0
Anhui-Wind-2022,2025.11.19.08,0.0
Anhui-Wind-2022,2025.11.19.12,0.0
Anhui-Wind-2022,2025.11.19.16,0.0
Anhui-Wind-2022,2025.11.19.20,0.0
Anhui-Wind-2022,2025.12.16.00,0.0
Anhui-Wind-2022,2025.12.16.04,0.0
Anhui-Wind-2022,2025.12.16.08,0.0
Anhui-Wind-2022,2025.12.16.12,0.0
Anhui-Wind-2022,2025.12.16.16,0.0
Anhui-Wind-2022,2025.12.16.20,0.0
Beijing-Central_PV-2022,2025.01.22.00,0.0
Beijing-Central_PV-2022,2025.01.22.04,0.0
Beijing-Central_PV-2022,2025.01.22.08,0.0
Beijing-Central_PV-2022,2025.01.22.12,0.0
Beijing-Central_PV-2022,2025.01.22.16,0.0
Beijing-Central_PV-2022,2025.01.22.20,49.0
Beijing-Central_PV-2022,2025.02.08.00,0.0
Beijing-Central_PV-2022,2025.02.08.04,0.0
Beijing-Central_PV-2022,2025.02.08.08,0.0
Beijing-Central_PV-2022,2025.02.08.12,0.0
Beijing-Central_PV-2022,2025.02.08.16,0.0
Beijing-Central_PV-2022,2025.02.08.20,49.0
Beijing-Central_PV-2022,2025.03.21.00,0.0
Beijing-Central_PV-2022,2025.03.21.04,0.0
Beijing-Central_PV-2022,2025.03.21.08,0.0
Beijing-Central_PV-2022,2025.03.21.12,0.0
Beijing-Central_PV-2022,2025.03.21.16,0.0
Beijing-Central_PV-2022,2025.03.21.20,49.0
Beijing-Central_PV-2022,2025.04.11.00,0.0
Beijing-Central_PV-2022,2025.04.11.04,0.0
Beijing-Central_PV-2022,2025.04.11.08,0.0
Beijing-Central_PV-2022,2025.04.11.12,0.0
Beijing-Central_PV-2022,2025.04.11.16,0.0
Beijing-Central_PV-2022,2025.04.11.20,49.0
Beijing-Central_PV-2022,2025.05.22.00,0.0
Beijing-Central_PV-2022,2025.05.22.04,0.0
Beijing-Central_PV-2022,2025.05.22.08,0.0
Beijing-Central_PV-2022,2025.05.22.12,0.0
Beijing-Central_PV-2022,2025.05.22.16,0.0
Beijing-Central_PV-2022,2025.05.22.20,49.0
Beijing-Central_PV-2022,2025.06.16.00,0.0
Beijing-Central_PV-2022,2025.06.16.04,0.0
Beijing-Central_PV-2022,2025.06.16.08,0.0
Beijing-Central_PV-2022,2025.06.16.12,0.0
Beijing-Central_PV-2022,2025.06.16.16,0.0
Beijing-Central_PV-2022,2025.06.16.20,49.0
Beijing-Central_PV-2022,2025.07.22.00,0.0
Beijing-Central_PV-2022,2025.07.22.04,0.0
Beijing-Central_PV-2022,2025.07.22.08,0.0
Beijing-Central_PV-2022,2025.07.22.12,0.0
Beijing-Central_PV-2022,2025.07.22.16,0.0
Beijing-Central_PV-2022,2025.07.22.20,49.0
Beijing-Central_PV-2022,2025.08.19.00,0.0
Beijing-Central_PV-2022,2025.08.19.04,0.0
Beijing-Central_PV-2022,2025.08.19.08,0.0
Beijing-Central_PV-2022,2025.08.19.12,0.0
Beijing-Central_PV-2022,2025.08.19.16,0.0
Beijing-Central_PV-2022,2025.08.19.20,49.0
Beijing-Central_PV-2022,2025.09.20.00,0.0
Beijing-Central_PV-2022,2025.09.20.04,0.0
Beijing-Central_PV-2022,2025.09.20.08,0.0
Beijing-Central_PV-2022,2025.09.20.12,0.0
Beijing-Central_PV-2022,2025.09.20.16,0.0
Beijing-Central_PV-2022,2025.09.20.20,49.0
Beijing-Central_PV-2022,2025.10.26.00,0.0
Beijing-Central_PV-2022,2025.10.26.04,0.0
Beijing-Central_PV-2022,2025.10.26.08,0.0
Beijing-Central_PV-2022,2025.10.26.12,0.0
Beijing-Central_PV-2022,2025.10.26.16,0.0
Beijing-Central_PV-2022,2025.10.26.20,49.0
Beijing-Central_PV-2022,2025.11.19.00,0.0
Beijing-Central_PV-2022,2025.11.19.04,0.0
Beijing-Central_PV-2022,2025.11.19.08,0.0
Beijing-Central_PV-2022,2025.11.19.12,0.0
Beijing-Central_PV-2022,2025.11.19.16,0.0
Beijing-Central_PV-2022,2025.11.19.20,49.0
Beijing-Central_PV-2022,2025.12.16.00,0.0
Beijing-Central_PV-2022,2025.12.16.04,0.0
Beijing-Central_PV-2022,2025.12.16.08,0.0
Beijing-Central_PV-2022,2025.12.16.12,0.0
Beijing-Central_PV-2022,2025.12.16.16,0.0
Beijing-Central_PV-2022,2025.12.16.20,49.0
Beijing-Coal-2022,2025.01.22.00,0.0
Beijing-Coal-2022,2025.01.22.04,0.0
Beijing-Coal-2022,2025.01.22.08,0.0
Beijing-Coal-2022,2025.01.22.12,0.0
Beijing-Coal-2022,2025.01.22.16,0.0
Beijing-Coal-2022,2025.01.22.20,0.0
Beijing-Coal-2022,2025.02.08.00,0.0
Beijing-Coal-2022,2025.02.08.04,0.0
Beijing-Coal-2022,2025.02.08.08,0.0
Beijing-Coal-2022,2025.02.08.12,0.0
Beijing-Coal-2022,2025.02.08.16,0.0
Beijing-Coal-2022,2025.02.08.20,0.0
Beijing-Coal-2022,2025.03.21.00,0.0
